.,.,,FIGURE 2: ESTIMATED vs. ACTUAL SPEED
.,.,,
.,.,,
.,.,,
.,.,,
.,.,,
.,.,,
SPEED,ESTSPD,,
1,18.936,,
1,24.736,,
2,30.831,,
2,32.414,,
4,5.763,,
4,10.341,,
4,14.622,,
4,18.212,,
5,4.677,,
5,16.447,,
5,18.829,,
5,19.571,,
5,20.787,,
5,21.846,,
5,21.873,,
5,22.153,,
6,-0.55,,
6,1.588,,
6,10.153,,
6,22.461,,
7,12.855,,
7,14.676,,
7,16.898,,
7,17.939,,
7,22.72,,
7,22.822,,
7,39.103,,
8,11.939,,
8,12,,
8,12.256,,
8,15.879,,
8,17.291,,
8,17.656,,
8,19.997,,
8,20.068,,
8,20.686,,
8,21.154,,
8,21.624,,
8,21.706,,
8,25.211,,
8,27.213,,
8,32.007,,
8,33.753,,
8,33.865,,
8,33.953,,
9,-4.788,,
9,10.024,,
9,13.758,,
9,13.954,,
9,13.978,,
9,14.84,,
9,16.914,,
9,17.062,,
9,17.522,,
9,19.086,,
9,21.455,,
9,22.059,,
9,29.061,,
10,15.588,,
10,21.659,,
10,23.931,,
10,30.993,,
11,10.686,,
11,12.592,,
11,14.631,,
11,17.591,,
11,18.102,,
11,25.788,,
12,9.657,,
12,11.591,,
12,14.024,,
12,14.123,,
12,15.528,,
12,16.42,,
12,17.835,,
12,19.82,,
12,20.041,,
12,20.536,,
12,20.667,,
12,20.674,,
12,20.766,,
12,21.345,,
12,22.147,,
12,22.24,,
12,22.577,,
12,23.491,,
12,23.568,,
12,25.644,,
13,6.219,,
13,11.495,,
13,12.9,,
13,12.998,,
13,13.411,,
13,13.506,,
13,13.708,,
13,13.744,,
13,13.893,,
13,14.757,,
13,15.16,,
13,15.228,,
13,15.986,,
13,16.03,,
13,16.219,,
13,16.394,,
13,16.953,,
13,28.701,,
13,30.479,,
14,10.492,,
14,10.575,,
14,13.238,,
14,14.59,,
14,15.329,,
14,15.561,,
14,15.726,,
14,16.949,,
14,17.06,,
14,18.153,,
14,20.263,,
14,26.182,,
14,26.671,,
14,27.561,,
15,11.952,,
15,12.103,,
15,12.586,,
15,12.724,,
15,12.895,,
15,12.92,,
15,13.132,,
15,14.118,,
15,14.361,,
15,14.369,,
15,14.904,,
15,15.029,,
15,15.235,,
15,15.495,,
15,15.972,,
15,16.14,,
15,16.305,,
15,16.894,,
15,17.155,,
15,18.205,,
15,18.585,,
15,18.604,,
15,19.942,,
15,19.995,,
15,20.107,,
15,20.11,,
15,20.52,,
15,21.109,,
15,21.465,,
15,22.068,,
15,24.504,,
15,25.751,,
15,27.938,,
15,28.039,,
15,32.209,,
16,11.546,,
16,14.947,,
16,17.152,,
16,17.722,,
16,18.277,,
16,18.999,,
16,19.433,,
16,19.538,,
16,19.791,,
16,19.964,,
16,20.157,,
16,20.36,,
16,24.863,,
16,25.183,,
16,25.579,,
16,26.098,,
16,26.738,,
16,27.958,,
16,28.185,,
16,28.65,,
16,31.368,,
17,13.289,,
17,13.842,,
17,14.457,,
17,14.642,,
17,16.069,,
