year,inode_upstream,jnode_downstream,am_peak_mean_speed_mph,am_off_peak_mean_speed_mph,pm_off_peak_mean_speed_mph,pm_peak_mean_speed_mph,free_flow_speed_mph,j_node_delay_flag,am_peak_signal_delay_minutes,am_off_peak_signal_delay_minutes,pm_off_peak_signal_delay_minutes,pm_peak_signal_delay_minutes,am_peak_sample_count,am_off_peak_sample_count,pm_off_peak_sample_count,pm_peak_sample_count
1987,1544,2311,0,30,30,32,**,T,0.00,0.37,0.35,0.15,0,3,3,5
1987,2352,1499,0,38,37,37,**,F,0.00,0.00,0.00,0.00,0,3,3,6
1987,1499,3413,0,38,37,37,**,F,0.00,0.00,0.00,0.00,0,3,3,6
1987,3413,3411,0,38,37,37,**,F,0.00,0.00,0.00,0.00,0,3,3,6
1987,3411,2349,0,38,37,37,**,T,0.00,0.20,0.63,0.45,0,3,3,6
1987,2353,2352,32,36,37,36,42,T,0.00,0.00,0.00,0.00,11,9,12,13
1987,1322,3120,0,0,0,14,0,F,0.00,0.00,0.00,0.00,0,0,0,1
1987,3120,1312,0,0,0,14,0,F,0.00,0.00,0.00,0.00,0,0,0,1
1987,1312,2211,0,0,0,14,0,T,0.00,0.00,0.00,2.34,0,0,0,1
1987,1915,1914,35,33,36,34,38,F,0.00,0.00,0.00,0.00,1,2,2,2
1987,1914,2241,35,33,36,34,38,F,0.00,0.00,0.00,0.00,1,2,2,2
1987,2241,1376,35,33,36,34,38,T,0.00,0.00,0.00,0.00,1,2,2,2
1987,1376,2241,33,34,33,34,34,F,0.00,0.00,0.00,0.00,3,2,2,2
1987,2241,1914,33,34,33,34,34,F,0.00,0.00,0.00,0.00,3,2,2,2
1987,1914,1915,33,34,33,34,34,T,0.00,0.00,0.00,0.00,3,2,2,2
1987,4527,1309,17,18,21,20,18,F,0.11,0.34,0.43,0.00,3,2,1,3
1987,1309,2215,17,18,21,20,18,F,0.11,0.34,0.43,0.00,3,2,1,3
1987,2215,1313,17,18,21,20,18,F,0.11,0.34,0.43,0.00,3,2,1,3
1987,1313,2214,17,18,21,20,18,T,1.16,0.28,0.00,0.96,3,2,1,3
1987,2214,2458,13,18,15,5,19,F,0.16,0.03,0.00,0.00,4,5,0,1
1987,2458,3118,13,18,15,5,19,F,0.16,0.03,0.00,0.00,4,5,0,1
1987,3118,2217,13,18,15,5,19,F,0.16,0.03,0.00,0.00,4,5,0,1
1987,2217,3122,13,18,15,5,19,F,0.16,0.03,0.00,0.00,4,5,0,1
1987,3122,3123,13,18,15,5,19,T,0.19,0.19,0.53,0.00,4,5,0,1
1987,3123,2218,4,0,4,5,6,T,0.64,0.54,0.62,0.50,6,11,2,10
1987,2218,1337,24,16,19,9,22,F,0.06,0.05,0.07,0.55,10,15,7,12
1987,1337,3133,24,16,19,9,22,F,0.06,0.05,0.07,0.55,10,15,7,12
1987,3133,2223,24,16,19,9,22,F,0.06,0.05,0.07,0.55,10,15,7,12
1987,2223,2459,24,16,19,9,22,F,0.06,0.05,0.07,0.55,10,15,7,12
1987,2459,1339,24,16,19,9,22,T,0.21,0.35,0.39,0.83,10,15,7,12
1987,1339,2231,31,39,34,21,45,F,0.08,0.02,0.03,0.31,11,9,6,11
1987,2231,3139,31,39,34,21,45,F,0.08,0.02,0.03,0.31,11,9,6,11
1987,3139,2232,31,39,34,21,45,F,0.08,0.02,0.03,0.31,11,9,6,11
1987,2232,1362,31,39,34,21,45,T,0.11,0.00,0.10,0.28,11,9,6,11
1987,1362,3595,16,18,11,13,53,T,0.00,0.00,0.00,0.00,8,7,7,11
1987,3595,2955,48,57,50,32,92,T,0.00,0.00,0.00,0.00,7,12,6,5
1987,2955,3592,48,57,50,32,92,T,0.00,0.00,0.00,0.07,7,12,6,5
1987,3592,3591,20,21,8,0,40,T,0.00,0.07,0.00,0.00,4,6,2,1
1987,3591,1389,29,34,27,3,34,F,0.02,0.02,0.09,0.41,5,8,6,6
1987,1389,3098,29,34,27,3,34,F,0.02,0.02,0.09,0.41,5,8,6,6
1987,3098,1825,29,34,27,3,34,F,0.02,0.02,0.09,0.41,5,8,6,6
1987,1825,2252,29,34,27,3,34,F,0.02,0.02,0.09,0.41,5,8,6,6
1987,2252,2253,29,34,27,3,34,T,0.56,0.22,0.21,1.25,5,8,6,6
1987,2253,1594,19,23,21,10,24,F,0.22,0.11,0.20,0.60,8,12,8,6
1987,1594,3099,19,23,21,10,24,F,0.22,0.11,0.20,0.60,8,12,8,6
1987,3099,3100,19,23,21,10,24,F,0.22,0.11,0.20,0.60,8,12,8,6
1987,3100,2255,19,23,21,10,24,F,0.22,0.11,0.20,0.60,8,12,8,6
1987,2255,2448,19,23,21,10,24,F,0.22,0.11,0.20,0.60,8,12,8,6
1987,2448,2257,19,23,21,10,24,T,0.43,0.16,0.02,0.99,8,12,8,6
1987,2257,2258,37,22,17,10,31,T,0.00,0.21,0.32,0.60,10,19,10,12
1987,2258,3515,19,24,19,15,31,F,0.07,0.01,0.04,0.13,10,19,10,13
1987,3515,3316,19,24,19,15,31,F,0.07,0.01,0.04,0.13,10,19,10,13
1987,3316,1599,19,24,19,15,31,F,0.07,0.01,0.04,0.13,10,19,10,13
1987,1599,2337,19,24,19,15,31,T,0.34,0.19,0.20,0.03,10,19,10,13
1987,2337,3318,26,17,21,18,21,F,0.27,0.40,0.37,0.45,10,15,9,14
1987,3318,1588,26,17,21,18,21,F,0.27,0.40,0.37,0.45,10,15,9,14
1987,1588,1584,26,17,21,18,21,F,0.27,0.40,0.37,0.45,10,15,9,14
1987,1584,2443,26,17,21,18,21,T,0.31,0.25,0.29,0.26,10,15,9,14
1987,2443,2333,19,17,16,10,21,T,0.59,0.51,0.36,0.88,9,14,9,14
1987,2333,3403,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,3403,2334,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,2334,3325,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,3325,1651,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,1651,2372,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,2372,1580,8,26,23,20,25,F,0.04,0.16,0.20,0.22,9,13,7,4
1987,1580,2373,8,26,23,20,25,T,0.59,0.24,0.30,0.31,9,13,7,4
1987,2373,3326,36,35,31,29,49,F,0.00,0.04,0.05,0.09,17,22,21,11
1987,3326,1575,36,35,31,29,49,F,0.00,0.04,0.05,0.09,17,22,21,11
1987,1575,3401,36,35,31,29,49,F,0.00,0.04,0.05,0.09,17,22,21,11
1987,3401,2374,36,35,31,29,49,F,0.00,0.04,0.05,0.09,17,22,21,11
1987,2374,2444,36,35,31,29,49,T,0.47,0.22,0.35,0.45,17,22,21,11
1987,2444,1403,29,35,29,28,34,F,0.07,0.03,0.02,0.05,28,10,25,13
1987,1403,1769,29,35,29,28,34,F,0.07,0.03,0.02,0.05,28,10,25,13
1987,1769,1768,29,35,29,28,34,F,0.07,0.03,0.02,0.05,28,10,25,13
1987,1768,1675,29,35,29,28,34,F,0.07,0.03,0.02,0.05,28,10,25,13
1987,1675,1758,29,35,29,28,34,T,0.32,0.21,0.57,0.13,28,10,25,13
1987,1758,2375,20,22,12,16,23,T,0.32,0.18,0.56,0.00,12,5,10,1
1987,2375,3341,19,19,22,22,23,F,0.24,0.18,0.13,0.20,12,6,12,1
1987,3341,2376,19,19,22,22,23,F,0.24,0.18,0.13,0.20,12,6,12,1
1987,2376,3342,19,19,22,22,23,F,0.24,0.18,0.13,0.20,12,6,12,1
1987,3342,2377,19,19,22,22,23,T,0.84,0.54,0.51,0.31,12,6,12,1
1987,2377,3348,35,37,36,24,38,F,0.09,0.05,0.06,0.21,17,7,16,2
1987,3348,1752,35,37,36,24,38,F,0.09,0.05,0.06,0.21,17,7,16,2
1987,1752,1730,35,37,36,24,38,F,0.09,0.05,0.06,0.21,17,7,16,2
1987,1730,2416,35,37,36,24,38,F,0.09,0.05,0.06,0.21,17,7,16,2
1987,2416,1733,35,37,36,24,38,F,0.09,0.05,0.06,0.21,17,7,16,2
1987,1733,2415,35,37,36,24,38,T,0.06,0.32,0.16,0.88,17,7,16,2
1987,2415,1727,36,40,32,39,45,T,0.00,0.00,0.00,0.00,21,6,22,3
1987,1727,2407,36,40,32,39,45,T,0.00,0.00,0.00,0.00,21,6,22,3
1987,2407,1723,45,49,41,46,59,F,0.00,0.00,0.00,0.00,5,2,2,5
1987,1723,1720,45,49,41,46,59,F,0.00,0.00,0.00,0.00,5,2,2,5
1987,1720,1718,45,49,41,46,59,T,0.00,0.00,0.00,0.00,5,2,2,5
1987,1718,1717,44,42,45,44,53,T,0.00,0.00,0.00,0.00,5,2,2,5
1987,1717,1798,44,42,45,44,53,T,0.05,0.00,0.00,0.00,5,2,2,5
1987,1798,1717,39,43,44,42,45,T,0.00,0.00,0.00,0.00,3,3,2,1
1987,1717,1718,39,43,44,42,45,T,0.00,0.00,0.00,0.00,3,3,2,1
1987,1718,1720,42,43,42,42,45,F,0.00,0.00,0.00,0.00,3,4,2,2
1987,1720,1723,42,43,42,42,45,F,0.00,0.00,0.00,0.00,3,4,2,2
1987,1723,2407,42,43,42,42,45,T,0.08,0.00,0.00,0.00,3,4,2,2
1987,2407,1727,40,36,36,27,49,T,0.00,0.00,0.00,0.00,7,10,5,7
1987,1727,2415,40,36,36,27,49,T,0.08,0.07,0.17,0.33,7,10,5,7
1987,2415,1733,12,33,34,27,34,F,0.99,0.09,0.06,0.04,4,8,5,5
1987,1733,2416,12,33,34,27,34,F,0.99,0.09,0.06,0.04,4,8,5,5
1987,2416,1730,12,33,34,27,34,F,0.99,0.09,0.06,0.04,4,8,5,5
1987,1730,1752,12,33,34,27,34,F,0.99,0.09,0.06,0.04,4,8,5,5
1987,1752,3348,12,33,34,27,34,F,0.99,0.09,0.06,0.04,4,8,5,5
1987,3348,2377,12,33,34,27,34,T,0.16,0.69,0.39,1.72,4,8,5,5
1987,2377,3342,8,36,22,2,28,F,0.00,0.00,0.19,0.17,1,4,4,4
1987,3342,2376,8,36,22,2,28,F,0.00,0.00,0.19,0.17,1,4,4,4
1987,2376,3341,8,36,22,2,28,F,0.00,0.00,0.19,0.17,1,4,4,4
1987,3341,2375,8,36,22,2,28,T,2.32,0.31,0.41,0.57,1,4,4,4
1987,2375,1758,8,13,16,2,17,T,0.36,0.80,0.53,0.00,3,6,5,2
1987,1758,1675,5,30,27,28,31,F,0.11,0.05,0.03,0.05,8,10,6,7
1987,1675,1768,5,30,27,28,31,F,0.11,0.05,0.03,0.05,8,10,6,7
1987,1768,1769,5,30,27,28,31,F,0.11,0.05,0.03,0.05,8,10,6,7
1987,1769,1403,5,30,27,28,31,F,0.11,0.05,0.03,0.05,8,10,6,7
1987,1403,2444,5,30,27,28,31,T,0.69,0.61,0.53,0.67,8,10,6,7
1987,2444,2374,19,33,32,23,38,F,0.29,0.11,0.13,0.05,14,22,14,13
1987,2374,3401,19,33,32,23,38,F,0.29,0.11,0.13,0.05,14,22,14,13
1987,3401,1575,19,33,32,23,38,F,0.29,0.11,0.13,0.05,14,22,14,13
1987,1575,3326,19,33,32,23,38,F,0.29,0.11,0.13,0.05,14,22,14,13
1987,3326,2373,19,33,32,23,38,T,0.49,0.06,0.04,0.07,14,22,14,13
1987,2373,1580,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,1580,2372,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,2372,1651,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,1651,3325,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,3325,2334,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,2334,3403,25,30,29,22,35,F,0.09,0.07,0.07,0.26,18,20,16,12
1987,3403,2333,25,30,29,22,35,T,0.20,0.15,0.06,0.22,18,20,16,12
1987,2333,2443,27,23,23,33,29,T,0.11,0.30,0.12,0.00,17,13,18,8
1987,2443,1584,27,26,21,22,24,F,0.17,0.19,0.49,0.43,13,10,18,8
1987,1584,1588,27,26,21,22,24,F,0.17,0.19,0.49,0.43,13,10,18,8
1987,1588,3318,27,26,21,22,24,F,0.17,0.19,0.49,0.43,13,10,18,8
1987,3318,2337,27,26,21,22,24,T,0.18,0.27,0.40,0.39,13,10,18,8
1987,2337,1599,18,16,17,18,20,F,0.00,0.11,0.05,0.01,16,11,20,12
1987,1599,3316,18,16,17,18,20,F,0.00,0.11,0.05,0.01,16,11,20,12
1987,3316,3515,18,16,17,18,20,F,0.00,0.11,0.05,0.01,16,11,20,12
1987,3515,2258,18,16,17,18,20,T,0.58,0.54,0.51,0.63,16,11,20,12
1987,2258,2257,28,26,21,17,32,T,0.03,0.09,0.17,0.26,16,10,17,13
1987,2257,2448,28,32,26,17,34,F,0.07,0.03,0.08,0.27,13,7,14,10
1987,2448,2255,28,32,26,17,34,F,0.07,0.03,0.08,0.27,13,7,14,10
1987,2255,3100,28,32,26,17,34,F,0.07,0.03,0.08,0.27,13,7,14,10
1987,3100,3099,28,32,26,17,34,F,0.07,0.03,0.08,0.27,13,7,14,10
1987,3099,1594,28,32,26,17,34,F,0.07,0.03,0.08,0.27,13,7,14,10
1987,1594,2253,28,32,26,17,34,T,0.07,0.00,0.04,0.13,13,7,14,10
1987,2253,2252,29,35,31,34,40,F,0.08,0.01,0.05,0.05,10,5,13,10
1987,2252,1825,29,35,31,34,40,F,0.08,0.01,0.05,0.05,10,5,13,10
1987,1825,3098,29,35,31,34,40,F,0.08,0.01,0.05,0.05,10,5,13,10
1987,3098,1389,29,35,31,34,40,F,0.08,0.01,0.05,0.05,10,5,13,10
1987,1389,3591,29,35,31,34,40,F,0.08,0.01,0.05,0.05,10,5,13,10
1987,3591,2958,29,35,31,34,40,T,0.00,0.00,0.00,0.00,10,5,13,10
1987,3591,2958,38,31,27,34,49,F,0.00,0.00,0.00,0.00,2,2,2,4
1987,2958,2954,38,31,27,34,49,F,0.00,0.00,0.00,0.00,2,2,2,4
1987,2954,3595,38,31,27,34,49,T,0.00,0.00,0.00,0.00,2,2,2,4
1987,3595,1362,19,22,27,18,36,T,0.14,0.21,0.14,0.20,5,12,5,10
1987,1362,2232,18,36,33,24,48,F,0.26,0.04,0.10,0.15,9,12,11,13
1987,2232,3139,18,36,33,24,48,F,0.26,0.04,0.10,0.15,9,12,11,13
1987,3139,2231,18,36,33,24,48,F,0.26,0.04,0.10,0.15,9,12,11,13
1987,2231,1339,18,36,33,24,48,T,0.15,0.00,0.02,0.40,9,12,11,13
1987,1339,2459,15,5,13,7,13,F,0.17,0.20,0.26,0.24,11,14,11,15
1987,2459,2223,15,5,13,7,13,F,0.17,0.20,0.26,0.24,11,14,11,15
1987,2223,3133,15,5,13,7,13,F,0.17,0.20,0.26,0.24,11,14,11,15
1987,3133,1337,15,5,13,7,13,F,0.17,0.20,0.26,0.24,11,14,11,15
1987,1337,2218,15,5,13,7,13,T,0.49,0.64,0.68,1.67,11,14,11,15
1987,2218,3123,4,0,6,4,10,T,0.36,0.28,0.17,0.53,10,11,10,12
1987,3123,3122,13,8,12,8,10,F,0.07,0.09,0.10,0.09,10,11,10,3
1987,3122,2217,13,8,12,8,10,F,0.07,0.09,0.10,0.09,10,11,10,3
1987,2217,3118,13,8,12,8,10,F,0.07,0.09,0.10,0.09,10,11,10,3
1987,3118,2458,13,8,12,8,10,F,0.07,0.09,0.10,0.09,10,11,10,3
1987,2458,2214,13,8,12,8,10,T,0.55,1.71,0.58,0.86,10,11,10,3
1987,2214,1313,26,19,19,18,20,F,0.10,0.24,0.30,0.29,6,6,7,2
1987,1313,2215,26,19,19,18,20,F,0.10,0.24,0.30,0.29,6,6,7,2
1987,2215,1309,26,19,19,18,20,F,0.10,0.24,0.30,0.29,6,6,7,2
1987,1309,4527,26,19,19,18,20,T,0.10,0.37,0.29,0.00,6,6,7,2
1987,1366,1369,28,31,29,26,42,T,0.00,0.00,0.00,0.00,3,4,6,2
1987,3469,1567,47,41,30,43,43,T,0.00,0.00,0.00,0.00,1,3,2,2
1987,1567,2368,47,41,30,43,43,T,0.00,0.00,0.56,0.00,1,3,2,2
1987,2368,1567,22,28,30,32,30,T,0.00,0.00,0.00,0.00,3,5,3,2
1987,1567,3469,22,28,30,32,30,T,1.35,0.62,0.47,0.21,3,5,3,2
1987,3123,3124,27,25,26,10,38,T,0.00,0.04,0.03,0.21,4,5,6,8
1987,3124,3125,27,25,26,10,38,T,0.00,0.00,0.00,0.33,4,5,6,8
1987,2445,2377,29,16,18,12,20,T,0.00,0.29,0.28,0.15,1,6,3,5
1987,2377,1791,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1791,1792,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1792,3475,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,3475,2371,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,2371,1952,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1952,1750,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1750,1745,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1745,3352,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,3352,1800,0,34,34,31,**,F,0.00,0.02,0.05,0.04,0,4,3,4
1987,1800,2413,0,34,34,31,**,T,0.00,0.00,0.00,0.00,0,4,3,4
1987,2413,1800,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1800,3352,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,3352,1745,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1745,1750,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1750,1952,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1952,2371,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,2371,3475,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,3475,1792,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1792,1791,0,36,30,31,**,F,0.00,0.00,0.05,0.12,0,2,4,2
1987,1791,2377,0,36,30,31,**,T,0.00,0.56,0.64,0.11,0,2,4,2
1987,2377,2445,0,46,45,43,0,T,0.00,0.00,0.00,0.00,0,2,5,3
1987,2445,3386,40,35,40,48,35,T,0.00,0.00,0.00,0.00,1,1,4,3
1987,2322,2319,13,21,20,22,18,T,3.33,1.23,1.65,1.35,2,4,5,4
1987,2319,3380,21,26,29,20,51,T,0.18,0.00,0.00,0.04,11,17,10,13
1987,3380,3382,30,29,30,14,60,T,0.02,0.08,0.05,0.03,11,15,11,12
1987,3382,1601,31,34,32,27,38,T,0.26,0.18,0.17,0.29,14,19,13,14
1987,1601,1600,31,34,32,27,38,T,0.14,0.07,0.14,0.40,14,19,13,14
1987,1600,3315,15,13,11,6,10,F,0.09,0.17,0.24,1.07,6,3,6,7
1987,3315,3516,15,13,11,6,10,F,0.09,0.17,0.24,1.07,6,3,6,7
1987,3516,2258,15,13,11,6,10,T,0.99,0.63,1.45,2.19,6,3,6,7
1987,2258,3516,15,14,4,18,13,F,0.00,0.00,0.00,0.00,16,10,17,6
1987,3516,3315,15,14,4,18,13,F,0.00,0.00,0.00,0.00,16,10,17,6
1987,3315,1600,15,14,4,18,13,T,1.17,1.17,1.68,0.47,16,10,17,6
1987,1600,1601,37,35,26,28,36,T,0.09,0.22,0.40,0.45,15,10,15,10
1987,1601,3382,37,35,26,28,36,T,0.03,0.09,0.03,0.12,15,10,15,10
1987,3382,3380,30,39,29,27,55,T,0.00,0.00,0.00,0.02,15,8,14,11
1987,3380,2319,6,14,15,10,17,T,1.75,0.85,0.59,0.90,15,8,14,10
1987,2319,2322,41,28,32,31,34,T,0.07,0.50,0.13,0.19,2,2,2,2
1987,1563,1564,22,32,34,37,52,T,0.00,0.00,0.00,0.00,8,7,10,4
1987,1564,2431,22,32,34,37,52,T,0.57,0.24,0.16,0.05,8,7,10,4
1987,2431,1578,14,38,31,29,36,F,0.20,0.00,0.10,0.04,13,1,9,4
1987,1578,1569,14,38,31,29,36,F,0.20,0.00,0.10,0.04,13,1,9,4
1987,1569,2367,14,38,31,29,36,T,1.68,0.00,0.03,0.53,13,1,9,4
1987,2367,2673,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,2673,3266,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,3266,2366,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,2366,3425,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,3425,1556,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,1556,1533,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,1533,1532,15,34,34,26,36,F,0.01,0.00,0.00,0.00,8,4,9,4
1987,1532,2345,15,34,34,26,36,T,0.86,0.74,0.80,0.94,8,4,9,4
1987,2345,1532,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,1532,1533,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,1533,1556,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,1556,3425,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,3425,2366,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,2366,3266,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,3266,2673,26,40,39,33,43,F,0.00,0.00,0.00,0.00,7,6,4,6
1987,2673,2367,26,40,39,33,43,T,0.85,0.06,0.15,1.13,7,6,4,6
1987,2367,1569,16,31,30,20,32,F,1.14,0.08,0.18,0.79,7,9,5,8
1987,1569,1578,16,31,30,20,32,F,1.14,0.08,0.18,0.79,7,9,5,8
1987,1578,2431,16,31,30,20,32,T,0.48,0.18,0.16,0.29,7,9,5,8
1987,2431,1564,23,26,23,17,29,T,0.00,0.00,0.00,0.22,7,13,8,11
1987,1564,1563,23,26,23,17,29,T,0.49,0.53,0.77,0.93,7,13,8,11
1987,2346,3415,35,39,34,29,54,F,0.00,0.00,0.00,0.00,19,3,16,3
1987,3415,2200,35,39,34,29,54,F,0.00,0.00,0.00,0.00,19,3,16,3
1987,2200,1959,35,39,34,29,54,F,0.00,0.00,0.00,0.00,19,3,16,3
1987,1959,1500,35,39,34,29,54,F,0.00,0.00,0.00,0.00,19,3,16,3
1987,1500,2352,35,39,34,29,54,T,0.00,0.00,0.04,0.00,19,3,16,3
1987,2352,1500,32,35,35,35,37,F,0.00,0.00,0.00,0.00,11,4,9,6
1987,1500,1959,32,35,35,35,37,F,0.00,0.00,0.00,0.00,11,4,9,6
1987,1959,2200,32,35,35,35,37,F,0.00,0.00,0.00,0.00,11,4,9,6
1987,2200,3415,32,35,35,35,37,F,0.00,0.00,0.00,0.00,11,4,9,6
1987,3415,2346,32,35,35,35,37,T,1.07,0.47,0.54,0.18,11,4,9,6
1987,2351,1464,24,38,38,24,43,F,0.00,0.00,0.00,0.00,12,8,9,7
1987,1464,2426,24,38,38,24,43,F,0.00,0.00,0.00,0.00,12,8,9,7
1987,2426,2353,24,38,38,24,43,T,1.77,0.19,0.24,1.84,12,8,9,7
1987,2353,1507,40,38,40,70,44,T,0.00,0.00,0.00,0.00,5,2,5,1
1987,1507,1506,30,0,35,23,37,T,0.00,0.00,0.00,0.00,4,0,5,1
1987,1506,1507,30,34,33,32,44,T,0.00,0.00,0.07,0.07,3,3,9,8
1987,1507,2353,29,29,36,30,40,T,0.85,0.47,0.06,0.38,3,2,9,8
1987,2353,2426,36,42,36,36,50,F,0.00,0.00,0.00,0.07,23,5,22,9
1987,2426,1464,36,42,36,36,50,F,0.00,0.00,0.00,0.07,23,5,22,9
1987,1464,2351,36,42,36,36,50,T,0.24,0.03,0.36,0.26,23,5,22,9
1987,2302,3387,25,27,29,23,28,F,0.00,0.00,0.00,0.00,13,7,8,9
1987,3387,3480,25,27,29,23,28,F,0.00,0.00,0.00,0.00,13,7,8,9
1987,3480,2359,25,27,29,23,28,T,0.84,0.79,0.70,0.76,13,7,8,9
1987,1444,2358,0,24,0,29,80,T,0.00,0.51,0.00,0.43,0,1,0,1
1987,2358,3301,6,10,13,10,12,T,0.47,0.27,0.21,0.14,8,6,4,6
1987,2358,1444,35,34,32,31,35,T,0.05,0.10,0.11,0.20,4,3,8,3
1987,3301,2358,3,19,18,8,25,T,1.13,0.00,0.04,0.22,1,2,3,2
1987,2218,1336,21,20,12,13,28,T,0.00,0.00,0.19,0.00,6,6,4,2
1987,1336,3127,21,20,12,13,28,T,0.00,0.05,0.10,0.28,6,6,4,2
1987,3127,2222,11,10,11,5,15,T,0.52,0.50,0.00,1.28,6,5,4,3
1987,2222,3130,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,3130,1335,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,1335,1338,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,1338,2230,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,2230,1356,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,1356,2229,28,31,32,26,37,F,0.10,0.10,0.03,0.11,2,4,2,2
1987,2229,3167,28,31,32,26,37,T,0.18,0.05,0.13,0.14,2,4,2,2
1987,3167,3169,21,16,21,38,38,T,0.17,0.09,0.00,0.00,1,3,1,1
1987,3169,3107,26,27,30,32,29,F,0.00,0.00,0.00,0.00,1,3,2,1
1987,3107,1387,26,27,30,32,29,F,0.00,0.00,0.00,0.00,1,3,2,1
1987,1387,2249,26,27,30,32,29,T,0.16,0.17,0.25,0.00,1,3,2,1
1987,2249,1598,25,15,14,1,21,T,0.09,0.21,0.13,0.38,4,6,5,5
1987,1598,3179,25,15,14,1,21,T,0.11,0.51,0.42,0.27,4,6,5,5
1987,3179,3181,4,12,1,0,11,T,0.79,0.00,0.94,0.00,2,2,1,0
1987,3181,2251,33,17,0,10,17,T,0.00,0.39,0.00,0.50,1,4,0,5
1987,2251,1595,38,40,0,21,42,F,0.00,0.00,0.00,0.33,1,5,0,5
1987,1595,2254,38,40,0,21,42,F,0.00,0.00,0.00,0.33,1,5,0,5
1987,2254,2256,38,40,0,21,42,T,0.00,0.04,0.00,0.00,1,5,0,5
1987,2256,2257,14,11,13,16,11,T,0.72,1.00,0.71,0.39,4,7,2,6
1987,2256,2254,19,7,24,16,31,F,0.14,0.06,0.17,0.51,7,15,9,8
1987,2254,1595,19,7,24,16,31,F,0.14,0.06,0.17,0.51,7,15,9,8
1987,1595,2251,19,7,24,16,31,T,1.10,0.47,0.28,0.61,7,15,9,8
1987,2251,3181,16,24,22,11,39,T,0.00,0.11,0.03,0.79,7,12,5,8
1987,3181,3179,13,15,21,8,25,T,0.04,0.16,0.03,0.27,8,12,6,10
1987,3179,1598,17,14,19,18,22,T,0.49,0.46,0.22,0.06,5,2,3,5
1987,1598,2249,17,14,19,18,22,T,0.00,0.00,0.00,0.50,5,2,3,5
1987,2249,1387,19,36,27,30,37,F,0.14,0.00,0.00,0.00,2,2,2,3
1987,1387,3107,19,36,27,30,37,F,0.14,0.00,0.00,0.00,2,2,2,3
1987,3107,3169,19,36,27,30,37,T,0.42,0.00,0.16,0.14,2,2,2,3
1987,3169,3167,37,38,15,23,26,T,0.00,0.00,0.46,0.05,3,4,2,3
