source_path,source_root,source_relative_path,suffix_chain,detected_format,decode_layers,decoder_path,decoder_method,status,expected_length,actual_bytes,eof_verified,source_size_bytes,source_sha256,output_path,output_relative_path,output_sha256,notes
data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip#montgomery_county_1987_network_links_mclt87.Z,data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip,montgomery_county_1987_network_links_mclt87.Z,.Z,unix_pack_static_huffman,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_pack_static_huffman,partial,270378,975,no,116282,148e346986d713495607176f0611257476791104d5ead16b0757f3a5d66b21ba,data/source_measurements/legacy_z_decoded/original_legacy_bccb788e/montgomery_county_1987_network_links_mclt87,data/source_measurements/legacy_z_decoded/original_legacy_bccb788e/montgomery_county_1987_network_links_mclt87,5b55f2bc341e94f15a6e2f58ab6ec262aac1fb31f390f9b38336d22a515ed066,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 270378, got 975"
data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip#montgomery_county_traffic_counts_mcnt.Z,data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip,montgomery_county_traffic_counts_mcnt.Z,.Z,unix_pack_static_huffman,1,/Users/dlev2617/Documents/Code/Agents/tools/legacy-z-decoder/decode_legacy_z.py,internal_pack_static_huffman,partial,39504,13,no,24782,37dcb39fcf259d780ab0602ac05487a5ffc8e68ba0595cadd6819bc13e84156d,data/source_measurements/legacy_z_decoded/original_legacy_bccb788e/montgomery_county_traffic_counts_mcnt,data/source_measurements/legacy_z_decoded/original_legacy_bccb788e/montgomery_county_traffic_counts_mcnt,d15764d5f87cd55d0e38409ee7c562470cf9cb746aae97cb796a49424733e5e7,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 39504, got 13"
