source_path,source_relative_path,stage,input_format,decoder_method,status,input_bytes,output_bytes,expected_length,eof_verified,note
data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip#montgomery_county_1987_network_links_mclt87.Z,montgomery_county_1987_network_links_mclt87.Z,1,unix_pack_static_huffman,internal_pack_static_huffman,partial,116282,975,270378,no,"pack length mismatch: expected 270378, got 975"
data/source_measurements/legacy_encoded_originals/legacy_encoded_originals_20260517.zip#montgomery_county_traffic_counts_mcnt.Z,montgomery_county_traffic_counts_mcnt.Z,1,unix_pack_static_huffman,internal_pack_static_huffman,partial,24782,13,39504,no,"pack length mismatch: expected 39504, got 13"
