LINKID,LENGTH,ROUTETYP,AREACODE,LANES,VDF,LINKFLOW,SPEED,LANEFLOW,DELAY,SPEEDFF,LLENGTH,LSPEED,LSPEEDFF,LLANES,LLANEFLO,LDELAY,VCR,VCR2,VCR3,VCR4,INBELT,RURAL,LOSTSPD,VCR5,VCR6,VCR7,LANES1,LANES2,LANES3,LANES4,TIMECONG,TIMEFF,LINKDEL,LINKDELRAT,ESTSPD,SQDERR,SQRTLEN,DELPMIL,RT4,RT3,RT2,ESTTIME,ACTTIME,ACTTIMFF,FLOWDEL,APPRDEL
15862335,0.28,2,26,2,9,1847.29,22,923.65,0.53,35,-1.2729656758128873,3.091042453358316,3.5553480614894135,0.6931471805599453,6.8283332120046465,-0.6348782724359695,0.6157666666666667,0.3791685877777778,0.23347937740062966,0.14376881795739438,0,0,13,0.08852804580423154,0.05451261967138565,0.033567054106316906,0,1,0,0,0.7636363636363637,0.48000000000000004,0.28363636363636363,0.5909090909090908,22.379230000000003,0.1438153929000025,0.5291502622129182,1.8928571428571428,0,0,1,0.7506960695251802,0.7636363636363637,0.48000000000000004,0.12884127136203571,0.069973944259489
15862336,0.57,2,26,2,40,696.96,27,348.48,0.55,35,-0.5621189181535413,3.295836866004329,3.5553480614894135,0.6931471805599453,5.853580839744596,-0.5978370007556204,0.23232,0.053972582399999997,0.012538910343168,0.00291303965092479,0,0,8,0.0006767573717028472,0.00015722427259400544,3.6526343009039346e-05,0,1,0,0,1.2666666666666666,0.977142857142857,0.2895238095238096,0.2962962962962965,25.93436,1.1355886095999965,0.7549834435270749,0.9649122807017545,0,0,1,1.3187138606852065,1.2666666666666666,0.977142857142857,0.08333118305639475,0.11115551999324125
16522339,0.67,2,26,2,10,1387.2,22,693.6,0.98,30,-0.40047756659712525,3.091042453358316,3.4011973816621555,0.6931471805599453,6.541895425466332,-0.020202707317519466,0.46240000000000003,0.21381376000000002,0.09886748262400001,0.04571632396533761,0,0,8,0.021139228201572113,0.009774779120406946,0.004519857865276172,0,1,0,0,1.8272727272727274,1.34,0.4872727272727273,0.36363636363636354,19.9928,4.028851840000004,0.8185352771872451,1.4626865671641789,0,0,1,2.010723860589813,1.8272727272727274,1.34,0.2982398693331936,0.35274924271295616
16523314,0.46,2,26,2,9,1588.95,25,794.48,0.08,28,-0.7765287894989963,3.2188758248682006,3.332204510175204,0.6931471805599453,6.677687812595103,-2.5257286443082556,0.5296533333333333,0.28053265351111106,0.148585055041005,0.0786985696859851,0,0,3,0.04168295976274763,0.02207751858153849,0.011693431308440465,0,1,0,0,1.104,0.9857142857142858,0.11828571428571433,0.1200000000000001,21.89112,9.665134854399994,0.6782329983125268,0.17391304347826086,0,0,1,1.2607851950928048,1.104,0.9857142857142858,0.19430027806440409,0.019686302390444776
17262415,0.3400000000000001,2,74,2,27,900.6,2,450.3,0.23,47,-1.0788096613719298,0.6931471805599453,3.8501476017100584,0.6931471805599453,6.109914027307526,-1.4696759700589417,0.3002,0.09012004000000001,0.027054036008000007,0.008121621609601603,0,0,45,0.002438110807202401,0.0007319208643221609,0.00021972264346951272,0,1,0,0,10.200000000000003,0.4340425531914895,9.765957446808514,22.5,32.41446,925.0393770915999,0.5830951894845301,0.6764705882352939,0,0,1,0.6293487536118142,10.200000000000003,0.4340425531914895,0.04102806138676607,0.018803666679800712
17272415,0.54,2,74,2,7,1289.15,40,644.58,0.08,49,-0.616186139423817,3.6888794541139363,3.8918202981106265,0.6931471805599453,6.468598941906506,-2.5257286443082556,0.42972000000000005,0.18465927840000004,0.07935178511404803,0.034099049099208724,0,0,9,0.014653043378911974,0.006296705800786054,0.0027058204167137835,0,1,0,0,0.8100000000000002,0.6612244897959185,0.14877551020408164,0.22499999999999987,33.66746,40.10106285160002,0.7348469228349535,0.14814814814814814,0,0,1,0.9623535603814487,0.8100000000000002,0.6612244897959185,0.0843821460684615,0.00982412316476855
17332415,0.33,2,74,2,7,582.35,35,291.18,0.06,38,-1.1086626245216111,3.5553480614894135,3.6375861597263857,0.6931471805599453,5.67394163264518,-2.8134107167600364,0.19412000000000001,0.03768257440000001,0.007314941342528003,0.001419976413411536,0,0,3,0.0002756458213714474,5.350836684462537e-05,1.0387044171878678e-05,0,1,0,0,0.5657142857142857,0.5210526315789474,0.04466165413533829,0.08571428571428563,29.302020000000002,32.466976080399974,0.5744562646538028,0.1818181818181818,0,0,1,0.6757213325224677,0.5657142857142857,0.5210526315789474,0.03210655476830648,0.005952703486487576
17523348,0.3400000000000001,2,59,2,17,1534.68,12,767.34,0.99,34,-1.0788096613719298,2.4849066497880004,3.5263605246161616,0.6931471805599453,6.642929988673283,-0.01005033585350145,0.51156,0.26169363360000003,0.13387199520441603,0.06848355786677107,0,0,22,0.03503344886232541,0.017921711100011187,0.009168030530321723,0,1,0,0,1.7000000000000004,0.6000000000000002,1.1,1.833333333333333,20.76594,76.8417040836,0.5830951894845301,2.9117647058823524,0,0,1,0.9823778745387883,1.7000000000000004,0.6000000000000002,0.15371547554846943,0.16842887624786562
17552386,0.21,2,69,2,9,1055.36,36,527.68,0.53,40,-1.5606477482646683,3.58351893845611,3.6888794541139363,0.6931471805599453,6.268490039371234,-0.6348782724359695,0.35178666666666664,0.12375385884444443,0.043534957490024284,0.015315017578890675,0,0,4,0.005387618984019354,0.0018952925236582216,0.0006667386392559802,0,1,0,0,0.35,0.315,0.034999999999999976,0.11111111111111094,26.748720000000002,85.58618163839996,0.458257569495584,2.523809523809524,0,0,1,0.47105057737342193,0.35,0.315,0.04244523358186425,0.0373031522582109
17552387,0.39,2,69,2,9,690.64,29,345.32,0,43,-0.941608539858445,3.367295829986474,3.7612001156935624,0.6931471805599453,5.8444715233673215,,0.23021333333333333,0.05299817884444444,0.012200887412375702,0.0028088069608277182,0,0,14,0.0006466248131420184,0.00014886165364946785,3.426993749215616e-05,0,1,0,0,0.806896551724138,0.5441860465116279,0.26271050521251005,0.48275862068965525,32.031119999999994,9.187688454399964,0.6244997998398398,0,0,0,1,0.7305395502873457,0.806896551724138,0.5441860465116279,0.037506559997839584,0
17592370,0.21,2,59,2,19,1212.78,20,606.39,0.05,22,-1.5606477482646683,2.995732273553991,3.091042453358316,0.6931471805599453,6.407523343427016,-2.995732273553991,0.40426,0.16342614760000002,0.066066654428776,0.026708105719376988,0,0,2,0.010797018818115341,0.004364802827411308,0.0017645151910092953,0,1,0,0,0.63,0.5727272727272728,0.05727272727272725,0.09999999999999987,19.21253,0.6201090008999984,0.458257569495584,0.2380952380952381,0,0,1,0.6558220078251016,0.63,0.5727272727272728,0.08969800037415487,0.007325359446212043
17761777,0.26,2,30,2,10,137.24,16,68.62,0.85,35,-1.3470736479666092,2.772588722239781,3.5553480614894135,0.6931471805599453,4.228584037430304,-0.16251892949777494,0.04574666666666667,0.0020927575111111115,9.5736680274963e-05,4.379634000311974e-06,0,0,19,2.003536567342718e-07,9.165511950070489e-09,0,0,1,0,0,0.9750000000000001,0.44571428571428573,0.5292857142857144,1.1875,25.18318,84.33079491240001,0.5099019513592785,3.269230769230769,0,0,1,0.6194610847398939,0.9750000000000001,0.44571428571428573,0.00835906268321629,0.0791558933525387
17771776,0.26,2,30,2,10,86.48,23,43.24,0,23,-1.3470736479666092,3.1354942159291497,3.044522437723423,0.6931471805599453,3.7667659927710075,,0.028826666666666667,0.0008309767111111112,2.3954288658962965e-05,6.905222944090391e-07,0,0,-2,1.9905456006831233e-08,0,0,0,1,0,0,0.6782608695652175,0.6782608695652175,0,0,22.89728,0.010551398400000304,0.5099019513592785,0,0,0,1,0.6813036308242727,0.6782608695652175,0.6782608695652175,0.006398063092151518,0
18012396,0.18000000000000002,2,68,2,8,1468.58,25,734.29,0.27,43,-1.7147984280919266,3.2188758248682006,3.7612001156935624,0.6931471805599453,6.59890404595274,-1.3093333199837622,0.48952666666666667,0.23963635737777778,0.11730838723928563,0.05742558377729003,0,0,18,0.0281113546078842,0.013761257716682192,0.006736502619188378,0,1,0,0,0.43200000000000005,0.25116279069767444,0.1808372093023256,0.72,28.33355,11.112555602499993,0.42426406871192857,1.5,0,0,1,0.3811735557316327,0.43200000000000005,0.25116279069767444,0.043881051755844114,0.01513978427643603
18032362,0.29,2,49,2,19,1087.32,32,543.66,0.25,33,-1.2378743560016174,3.4657359027997265,3.4965075614664802,0.6931471805599453,6.298324051462024,-1.3862943611198906,0.36244,0.1313627536,0.047611116414783994,0.01725617303337431,0,0,1,0.006254327354216185,0.0022668184062621137,0.0008215856631656405,0,1,0,0,0.54375,0.5272727272727272,0.01647727272727273,0.03125,24.516620000000003,56.00097622439995,0.5385164807134504,0.8620689655172414,0,0,1,0.7097226289757722,0.54375,0.5272727272727272,0.07109192836544831,0.030081190612317732
18062332,0.22,2,26,2,19,793.56,17,396.78,0.3,17,-1.5141277326297755,2.833213344056216,2.772588722239781,0.6931471805599453,5.983381970914626,-1.2039728043259361,0.26452,0.06997083039999999,0.018508684057407996,0.004895917106865563,0,0,-1,0.0012950679931080786,0.00034257138553694895,9.061698290223373e-05,0,1,0,0,0.776470588235294,0.776470588235294,0,0,16.60406,0.15676848359999962,0.469041575982343,1.3636363636363635,0,0,1,0.794986286486558,0.776470588235294,0.776470588235294,0.08515223041667985,0.057811370851200916
22091332,0.25,2,10,2,7,1267.55,33,633.78,0.1,36,-1.3862943611198906,3.4965075614664802,3.58351893845611,0.6931471805599453,6.451701891063125,-2.3025850929940455,0.42252,0.1785231504,0.075429601507008,0.03187051522874102,1,0,3,0.013465930094447657,0.005689624783506024,0.0024039802635269654,0,1,0,0,0.45454545454545453,0.4166666666666667,0.037878787878787845,0.09090909090909083,25.30121,59.27136746409998,0.5,0.4,0,0,1,0.5928570214626099,0.45454545454545453,0.4166666666666667,0.03651256122029056,0.010167922146127495
22093145,0.62,2,10,2,7,2048.2,24,1024.1,0.3,34,-0.4780358009429998,3.1780538303479458,3.5263605246161616,0.6931471805599453,6.931569457081392,-1.2039728043259361,0.6827333333333333,0.46612480444444443,0.31823894148770365,0.21727233331837154,1,0,10,0.14833906436756286,0.10127602387921408,0.0691445173698021,0,1,0,0,1.55,1.0941176470588236,0.4558823529411764,0.4166666666666665,24.70102,0.49142904039999963,0.7874007874011811,0.48387096774193544,0,0,1,1.5060106829596511,1.55,1.0941176470588236,0.14756122593408993,0.0766454187334129
22111307,0.3,2,11,2,17,1748.31,22,874.16,0.05,27,-1.2039728043259361,3.091042453358316,3.295836866004329,0.6931471805599453,6.77326342526249,-2.995732273553991,0.5827733333333334,0.3396247580444445,0.19792425232808772,0.11534497627674745,1,0,5,0.06721997630805437,0.039174009659632546,0.02282956818937626,0,1,0,0,0.8181818181818182,0.6666666666666666,0.1515151515151516,0.22727272727272751,21.26642,0.5381396163999999,0.5477225575051661,0.16666666666666669,0,0,1,0.8464048015603942,0.8181818181818182,0.6666666666666666,0.08229160535606028,0.008695718099298588
22111311,0.39,2,10,2,7,1151.4,33,575.7,0.1,36,-0.941608539858445,3.4965075614664802,3.58351893845611,0.6931471805599453,6.355586691681764,-2.3025850929940455,0.38380000000000003,0.14730244000000003,0.056534676472000014,0.021698008829953607,1,0,3,0.008327695788936195,0.003196169643793712,0.0012266899092880268,0,1,0,0,0.7090909090909091,0.65,0.05909090909090908,0.09090909090909083,26.38279,43.7874681841,0.6244997998398398,0.25641025641025644,0,0,1,0.8869418283661433,0.7090909090909091,0.65,0.047965242123150675,0.014598337972210884
22133115,0.11000000000000001,2,14,2,10,451.05,35,225.53,0,35,-2.2072749131897207,3.5553480614894135,3.4965075614664802,0.6931471805599453,5.4184531877880175,,0.15035333333333334,0.022606124844444447,0.003398906224111704,0.0005110368804826085,1,0,-2,7.683609843682847e-05,1.1552563520305282e-05,1.736966433822967e-06,0,1,0,0,0.18857142857142858,0.18857142857142858,0,0,25.670219999999997,87.04479484840006,0.33166247903554,0,0,0,1,0.25710726281270674,0.18857142857142858,0.18857142857142858,0.005785047116146191,0
22133119,0.08999999999999998,2,14,2,10,829.26,20,414.63,0,29,-2.4079456086518722,2.995732273553991,3.367295829986474,0.6931471805599453,6.027386556284045,,0.27642,0.0764080164,0.021120703893288,0.005838184970182669,1,0,9,0.0016137910894578934,0.0004460841329479509,0.00012330657602947258,0,1,0,0,0.2699999999999999,0.1862068965517241,0.08379310344827581,0.44999999999999973,22.3873,5.699201289999999,0.3,0,0,0,1,0.24120818499774418,0.2699999999999999,0.1862068965517241,0.011162816557806376,0
22191316,0.38,2,12,2,20,476.19,30,238.1,0,46,-0.9675840262617056,3.4011973816621555,3.828641396489095,0.6931471805599453,5.472690753492817,,0.15873333333333334,0.025196271111111113,0.003999488101037037,0.0006348520779046123,1,0,16,0.00010077218649939213,1.5995905070336844e-05,2.539083331498135e-06,0,1,0,0,0.76,0.4956521739130435,0.2643478260869565,0.5333333333333332,32.12338,4.508742624399989,0.6164414002968976,0,0,0,1,0.709763418419855,0.76,0.4956521739130435,0.013520728739069288,0
22191325,0.3499999999999999,2,12,2,20,1805.76,19,902.88,0.02,19,-1.0498221244986778,2.9444389791664403,2.9444389791664403,0.6931471805599453,6.80558965422083,-3.912023005428146,0.60192,0.3623076864,0.218080242597888,0.13126685962452075,1,0,0,0.07901214814519153,0.047558992211553686,0.028626708591978394,0,1,0,0,1.1052631578947367,1.1052631578947367,0,0,18.201089999999997,0.6382571881000046,0.5916079783099616,0.057142857142857155,0,0,1,1.1537770540116004,1.1052631578947367,1.1052631578947367,0.13270581958957361,0.005570436833440828
22201332,0.81,2,10,2,7,2150.29,24,1075.15,0.3,34,-0.21072103131565253,3.1780538303479458,3.5263605246161616,0.6931471805599453,6.980215465711398,-1.2039728043259361,0.7167666666666668,0.5137544544444446,0.36824206779729646,0.2639436394615089,1,0,10,0.1891860026446942,0.13560222049562867,0.09719515157725013,0,1,0,0,2.025,1.4294117647058824,0.5955882352941175,0.4166666666666665,25.77926,3.1657661476000025,0.9,0.37037037037037035,0,0,1,1.8852364264916837,2.025,1.4294117647058824,0.1857071226723903,0.09212846936482122
22202227,0.37,2,10,2,7,688.7,33,344.35,0.17,46,-0.9942522733438669,3.4965075614664802,3.828641396489095,0.6931471805599453,5.841658581990707,-1.7719568419318752,0.22956666666666667,0.052700854444444445,0.012098359485296296,0.0027773800591745198,1,0,13,0.0006375938822511639,0.00014637030223545888,3.3601742383186845e-05,0,1,0,0,0.6727272727272727,0.4826086956521739,0.19011857707509883,0.39393939393939403,30.9194,4.328896360000002,0.6082762530298219,0.4594594594594595,0,0,1,0.7179958213936881,0.6727272727272727,0.4826086956521739,0.02035641630663354,0.017016096133408154
22223130,0.08999999999999998,2,14,2,22,806.54,28,403.27,0.1,37,-2.4079456086518722,3.332204510175204,3.6109179126442243,0.6931471805599453,5.999606312799605,-2.3025850929940455,0.2688466666666667,0.07227853017777779,0.019431841909861632,0.005224185924659934,1,0,9,0.0014045049718917411,0.000377596480009855,0.00010151555499571615,0,1,0,0,0.1928571428571428,0.1459459459459459,0.04691119691119691,0.3214285714285716,25.386779999999998,6.82891876840001,0.3,1.1111111111111114,0,0,1,0.21270913443926323,0.1928571428571428,0.1459459459459459,0.008498982134566763,0.003636027536234543
22271354,0.55,2,10,2,7,841.82,33,420.91,0.17,46,-0.5978370007556204,3.4965075614664802,3.828641396489095,0.6931471805599453,6.042419034106791,-1.7719568419318752,0.28060666666666667,0.07874010137777777,0.02209499738061363,0.006200003564982722,1,0,13,0.0017397623336912517,0.00048818890924932315,0.0001369890625280884,0,1,0,0,1,0.717391304347826,0.28260869565217395,0.39393939393939403,31.8563,1.3080496899999978,0.7416198487095663,0.3090909090909091,0,0,1,1.035901846730474,1,0.717391304347826,0.03466043481041825,0.023844880877625485
22272220,0.37,2,10,2,7,1042.75,30,521.38,0.1,44,-0.9942522733438669,3.4011973816621555,3.784189633918261,0.6931471805599453,6.256479142497498,-2.3025850929940455,0.34758666666666665,0.12081649084444443,0.04199420133098429,0.014596624459965726,1,0,14,0.00507359204062462,0.0017635129454272429,0.0006129735863245705,0,1,0,0,0.74,0.5045454545454545,0.23545454545454547,0.4666666666666668,29.86413,0.018460656900000164,0.6082762530298219,0.2702702702702703,0,0,1,0.7433667078197155,0.74,0.5045454545454545,0.03251507477449522,0.010829697212183631
22343172,0.18000000000000002,2,21,2,13,2276.01,15,1138.01,0.02,44,-1.7147984280919266,2.70805020110221,3.784189633918261,0.6931471805599453,7.037036401993889,-3.912023005428146,0.7586733333333333,0.5755852267111111,0.43668116256634104,0.33129835320808115,0,0,29,0.25134722595621894,0.19069043774029115,0.14467175003521915,0,1,0,0,0.7200000000000001,0.24545454545454548,0.4745454545454546,1.9333333333333336,27.93795,167.3905502025,0.42426406871192857,0.1111111111111111,0,0,1,0.38657095456180574,0.7200000000000001,0.24545454545454548,0.06562723929917103,0.0011974381320909444
22621397,0.57,2,30,2,40,1203.84,27,601.92,0.59,33,-0.5621189181535413,3.295836866004329,3.4965075614664802,0.6931471805599453,6.400124546112665,-0.527632742082372,0.40127999999999997,0.16102563839999998,0.06461636817715198,0.025929256222127543,0,0,6,0.01040489193681534,0.004175275036405259,0.0016754543666087022,0,1,0,0,1.2666666666666666,1.0363636363636362,0.23030303030303045,0.22222222222222232,23.459880000000002,12.532449614399987,0.7549834435270749,1.0350877192982457,0,0,1,1.4578079683272034,1.2666666666666666,1.0363636363636362,0.16634123732585748,0.14347236462899526
22721318,0.41,2,15,2,20,2076,26,1038,0.18,33,-0.8915981192837836,3.258096538021482,3.4965075614664802,0.6931471805599453,6.945051063725834,-1.7147984280919266,0.692,0.47886399999999996,0.33137388799999995,0.22931073049599995,1,0,7,0.15868302550323196,0.10980865364823651,0.07598758832457966,0,1,0,0,0.9461538461538461,0.7454545454545454,0.20069930069930075,0.2692307692307694,23.446429999999996,6.520719744900021,0.6403124237432849,0.43902439024390244,0,0,1,1.0492002407189496,0.9461538461538461,0.7454545454545454,0.10904853998070119,0.034396514980101545
22721319,0.29,2,15,2,21,638,28,319,0.07,29,-1.2378743560016174,3.332204510175204,3.367295829986474,0.6931471805599453,5.765191102784844,-2.659260036932778,0.21266666666666667,0.045227111111111114,0.009618298962962964,0.0020454915794567903,1,0,1,0.0004350078758978107,9.251167494093441e-05,1.9674149537438718e-05,0,1,0,0,0.6214285714285713,0.6,0.021428571428571352,0.03571428571428559,23.63257,19.07444480489999,0.5385164807134504,0.24137931034482762,0,0,1,0.736272017812705,0.6214285714285713,0.6,0.025149281706674298,0.00950428248086399
22732275,0.22,2,19,2,22,611.52,1,305.76,0.47,37,-1.5141277326297755,0,3.6109179126442243,0.6931471805599453,5.722800480491963,-0.7550225842780328,0.20384,0.041550745599999994,0.008469703983103998,0.0017264644599159188,1,0,36,0.0003519225155092609,7.173588556140774e-05,1.4622642912837352e-05,0,1,0,0,13.2,0.3567567567567567,12.843243243243242,36,24.73622,563.4081398884,0.469041575982343,2.1363636363636362,0,0,1,0.5336304415145079,13.2,0.3567567567567567,0.016739689131774593,0.041300681816411666
22733075,0.23,2,15,2,21,1691.28,26,845.64,0.18,33,-1.4696759700589417,3.258096538021482,3.4965075614664802,0.6931471805599453,6.740093737126932,-1.7147984280919266,0.56376,0.31782533760000004,0.17917721232537603,0.101012945220554,1,0,7,0.056947057997539526,0.03210447341669288,0.018099217933394782,0,1,0,0,0.5307692307692308,0.4181818181818182,0.11258741258741256,0.26923076923076916,22.85693,9.87888902490001,0.47958315233127197,0.7826086956521738,0,0,1,0.6037556224742343,0.5307692307692308,0.4181818181818182,0.053351942854931056,0.02028658890088486
22751466,0.28,2,19,2,19,337.59,4,168.8,0.38,19,-1.2729656758128873,1.3862943611198906,2.9444389791664403,0.6931471805599453,5.128714582161857,-0.9675840262617056,0.11253333333333335,0.012663751111111114,0.0014250941250370376,0.00016037059220416799,1,0,15,1.8047037309375707e-05,2.03089326521508e-06,2.2854318877887033e-07,0,1,0,0,4.2,0.8842105263157896,3.3157894736842106,3.75,18.2123,201.98947128999998,0.5291502622129182,1.357142857142857,0,0,1,0.9224535066960242,4.2,0.8842105263157896,0.02186922047661477,0.07780892438815479
22752273,0.22,2,19,2,22,1105.44,8,552.72,1.08,16,-1.5141277326297755,2.0794415416798357,2.772588722239781,0.6931471805599453,6.31485154418054,0.0769610411361284,0.36848000000000003,0.13577751040000002,0.050031297032192015,0.018435532330422114,1,0,8,0.006793124953113941,0.002503130682723425,0.0009223535939699278,0,1,0,0,1.65,0.825,0.825,1,12.000479999999998,16.003840230399984,0.469041575982343,4.909090909090909,0,0,1,1.0999560017599297,1.65,0.825,0.11844166433385994,0.31277722616069703
22761467,0.12000000000000001,2,19,2,10,535.08,20,267.54,0.18,39,-2.120263536200091,2.995732273553991,3.6635616461296463,0.6931471805599453,5.58926908786744,-1.7147984280919266,0.17836000000000002,0.03181228960000001,0.005674039973056002,0.0010120217695942686,1,0,19,0.00018050420282483378,3.2194729615837355e-05,5.742251974280751e-06,0,1,0,0,0.36,0.18461538461538463,0.17538461538461536,0.9499999999999997,26.46432,41.78743306240001,0.34641016151377546,1.4999999999999998,0,0,1,0.27206442485580584,0.36,0.18461538461538463,0.007020170637549228,0.007931776383212297
22791466,0.24,2,19,2,19,598.95,11,299.48,0,16,-1.4271163556401458,2.3978952727983707,2.772588722239781,0.6931471805599453,5.702047637362485,,0.19965333333333335,0.03986145351111112,0.007958472065005039,0.0015889354760184728,1,0,5,0.00031723626423867487,6.333727760946557e-05,1.26454985989885e-05,0,1,0,0,1.3090909090909089,0.8999999999999999,0.40909090909090895,0.45454545454545436,18.1019,50.436983610000006,0.4898979485566356,0,0,0,1,0.7954966053287224,1.3090909090909089,0.8999999999999999,0.03304875464379864,0
23292330,0.15999999999999998,2,26,2,8,1849.79,19,924.9,0.03,37,-1.8325814637483102,2.9444389791664403,3.6109179126442243,0.6931471805599453,6.829685623560215,-3.506557897319982,0.6166,0.38019556000000004,0.23442858229600005,0.14454866384371365,0,0,18,0.08912870612603384,0.054956760197312465,0.033886338337662865,0,1,0,0,0.5052631578947367,0.2594594594594594,0.24580369843527733,0.9473684210526314,25.30122,39.70537348840001,0.39999999999999997,0.18750000000000003,0,0,1,0.3794283437715651,0.5052631578947367,0.2594594594594594,0.05883222735269589,0.0019427456139025079
23302329,0.15999999999999998,2,26,2,8,635.35,17,317.68,0.21,24,-1.8325814637483102,2.833213344056216,3.1780538303479458,0.6931471805599453,5.7610445868229965,-1.5606477482646683,0.21178666666666668,0.04485359217777778,0.009499392775357631,0.0020118447312504084,0,0,7,0.0004260818894824198,9.023846310051675e-05,1.9111303305181444e-05,0,1,0,0,0.5647058823529411,0.3999999999999999,0.16470588235294115,0.41176470588235303,20.84456,14.78064159360001,0.39999999999999997,1.3125000000000002,0,0,1,0.4605518178364042,0.5647058823529411,0.3999999999999999,0.03273124492904056,0.01929538168611411
23321806,0.22,2,26,2,19,861.9,1,430.95,0.2,21,-1.5141277326297755,0,3.044522437723423,0.6931471805599453,6.065992074093408,-1.6094379124341003,0.2873,0.08254129,0.023714112617000002,0.006813064554864101,0,0,20,0.001957393446612456,0.0005623591372117587,0.00016156578012093827,0,1,0,0,13.2,0.6285714285714286,12.571428571428571,20,18.93641,321.71480368809995,0.469041575982343,0.9090909090909092,0,0,1,0.6970698247450282,13.2,0.6285714285714286,0.0714708552013188,0.030554706111901253
23332335,0.44,2,26,2,10,1196.85,22,598.43,0.43,25,-0.8209805520698302,3.091042453358316,3.2188758248682006,0.6931471805599453,6.394309559093456,-0.843970070294529,0.3989533333333333,0.15916376217777778,0.06349891346669836,0.0253331031905842,0,0,3,0.010106725961560868,0.004032112011451247,0.0016086245273418465,0,1,0,0,1.2,1.056,0.1439999999999999,0.13636363636363624,19.72221,5.188327284099998,0.6633249580710799,0.9772727272727273,0,0,1,1.3385923788459813,1.2,1.056,0.17694412211875976,0.11572519609045417
23351586,0.28,2,26,2,9,554.49,27,277.25,0,35,-1.2729656758128873,3.295836866004329,3.5553480614894135,0.6931471805599453,5.624919626230477,,0.18483333333333332,0.03416336111111111,0.0063145279120370365,0.0011671352424081787,0,0,8,0.0002157254973051117,3.987326275189481e-05,7.369908065308557e-06,0,1,0,0,0.6222222222222222,0.48000000000000004,0.1422222222222222,0.2962962962962963,27.960190000000004,0.9219648361000083,0.5291502622129182,0,0,0,1,0.6008542860402594,0.6222222222222222,0.48000000000000004,0.02849095183986383,0
23352333,0.44,2,26,2,10,2518.94,19,1259.47,0.6,20,-0.8209805520698302,2.9444389791664403,2.995732273553991,0.6931471805599453,7.138446276533204,-0.5108256237659907,0.8396466666666667,0.7050065248444444,0.5919563785638883,0.49703420007324023,0,0,1,0.41733310931082923,0.3504123541224734,0.29422256509775435,0,1,0,0,1.3894736842105262,1.3199999999999998,0.06947368421052635,0.05263157894736836,13.088569999999999,34.94500464490001,0.6633249580710799,1.3636363636363635,0,0,1,2.0170270701841377,1.3894736842105262,1.3199999999999998,0.6569811575069366,0.334731838331356
23353314,0.33,2,26,2,10,1176.65,22,588.33,0.25,30,-1.1086626245216111,3.091042453358316,3.4011973816621555,0.6931471805599453,6.3772880149608575,-1.3862943611198906,0.39222,0.1538365284,0.06033776316904801,0.02366567747016401,0,0,8,0.00928215201734773,0.0036406456642441264,0.0014279340424298312,0,1,0,0,0.9,0.66,0.24,0.36363636363636354,22.854190000000003,0.7296405561000046,0.5744562646538028,0.7575757575757576,0,0,1,0.8663619231309444,0.9,0.66,0.09914626044333985,0.03927024273337243
23361586,0.57,2,26,2,40,1634.88,22,817.44,0.32,35,-0.5621189181535413,3.091042453358316,3.5553480614894135,0.6931471805599453,6.706177505582488,-1.1394342831883648,0.54496,0.2969814016,0.161842984615936,0.08819795289630047,0,0,13,0.04806435641036791,0.026193151669394097,0.014274219933753007,0,1,0,0,1.5545454545454545,0.977142857142857,0.5774025974025975,0.590909090909091,24.60892,6.806463566400007,0.7549834435270749,0.5614035087719299,0,0,1,1.3897399804623687,1.5545454545454545,0.977142857142857,0.19861983547504547,0.07424745421390799
23363313,0.45,2,26,2,40,665.7,49,332.85,0,49,-0.7985076962177716,3.8918202981106265,3.828641396489095,0.6931471805599453,5.8076919380467125,,0.22190000000000001,0.04923961,0.010926269459000002,0.0024245391929521003,0,0,-3,0.0005380052469160711,0.00011938336429067618,2.6491168536101044e-05,0,1,0,0,0.5510204081632653,0.5510204081632653,0,0,35.342349999999996,186.5314035225001,0.6708203932499369,0,0,0,1,0.7639559904760154,0.5510204081632653,0.5510204081632653,0.03448762728927923,0
23391652,0.67,2,26,2,10,1678.08,25,839.04,0.08,28,-0.40047756659712525,3.2188758248682006,3.332204510175204,0.6931471805599453,6.7322583811352805,-2.5257286443082556,0.55936,0.31288360959999995,0.17501457586585595,0.09789615315632517,0,0,3,0.054759192229522045,0.03063010176550545,0.017133253723553128,0,1,0,0,1.608,1.4357142857142857,0.17228571428571438,0.1200000000000001,22.2244,7.703955360000004,0.8185352771872451,0.11940298507462686,0,0,1,1.8088227353719337,1.608,1.4357142857142857,0.2881909853556832,0.02782650739789494
23392340,0.45,2,32,2,10,1176,35,588,0.14,44,-0.7985076962177716,3.5553480614894135,3.784189633918261,0.6931471805599453,6.376726947898627,-1.9661128563728327,0.392,0.15366400000000002,0.06023628800000001,0.023612624896000006,0,0,9,0.009256148959232003,0.0036284103920189454,0.0014223368736714266,0,1,0,0,0.7714285714285715,0.6136363636363636,0.15779220779220782,0.2571428571428571,30.87112,17.04765005439999,0.6708203932499369,0.3111111111111111,0,0,1,0.8746038368546395,0.7714285714285715,0.6136363636363636,0.0763276403864499,0.01688329539688238
