LINKID,LENGTH,ROUTETYP,AREACODE,LANES,VDF,LINKFLOW,SPEED,LANEFLOW,DELAY,SPEEDFF,LLENGTH,LSPEED,LSPEEDFF,LLANES,LLANEFLO,LDELAY,VCR,VCR2,VCR3,VCR4,INBELT,RURAL,LOSTSPD,VCR5,VCR6,VCR7,LANES1,LANES2,LANES3,LANES4,TIMECONG,TIMEFF,LINKDEL,LINKDELRAT,ESTSPD,SQDERR,SQRTLEN,DELPMIL,RT4,RT3,RT2,ESTTIME,ACTTIME,ACTTIMFF,FLOWDEL,APPRDEL,,Link Stopped Delay,Link Running Time,Approach Delay,Flow Delay,,InBelt,,,,,Rural,,,,,OUTBELT,,,
22173100,0.08,2,14,3,29,1241.46,13,413.82,0.07,13,-2.526,2.565,2.485,1.099,6.025,-2.659,0.276,0.076,0.021,0.006,1,0,-1,0.002,0,0,0,0,1,0,0.369,0.369,0,0,13.708,0.502,0.283,0.875,0,0,1,0.35,0.369,0.369,0.026,0.008,,86.90220000000001,434.51099999999997,9.93168,32.27796,,86.90220000000001,434.51099999999997,9.93168,32.27796,,0,0,0,0,,0,0,0,0
22173100,0.19,2,14,3,29,861.18,13,287.06,0.16,19,-1.661,2.565,2.944,1.099,5.66,-1.833,0.191,0.037,0.007,0.001,1,0,6,0,0,0,0,0,1,0,0.877,0.6,0.277,0.462,16.953,15.627,0.436,0.842,0,0,1,0.672,0.877,0.6,0.029,0.027,,137.7888,578.71296,23.251859999999997,24.97422,,137.7888,578.71296,23.251859999999997,24.97422,,0,0,0,0,,0,0,0,0
22181300,0.08,2,11,3,28,1136.16,21,378.72,0,28,-2.526,3.045,3.332,1.099,5.937,        .   ,0.252,0.064,0.016,0.004,1,0,7,0.001,0,0,0,0,1,0,0.229,0.171,0.057,0.333,20.616,0.147,0.283,0,0,0,1,0.233,0.229,0.171,0.011,0,,0,264.72528000000005,0,12.49776,,0,264.72528000000005,0,12.49776,,0,0,0,0,,0,0,0,0
22181300,0.15,2,14,3,29,724.68,24,241.56,0.06,24,-1.897,3.178,3.091,1.099,5.487,-2.813,0.161,0.026,0.004,0.001,1,0,-2,0,0,0,0,0,1,0,0.375,0.375,0,0,19.468,20.54,0.387,0.4,0,0,1,0.462,0.375,0.375,0.015,0.006,,43.480799999999995,334.80216,4.3480799999999995,10.870199999999999,,43.480799999999995,334.80216,4.3480799999999995,10.870199999999999,,0,0,0,0,,0,0,0,0
22183100,0.11,2,14,3,29,2110.92,4,703.64,0.36,10,-2.207,1.386,2.303,1.099,6.556,-1.022,0.469,0.22,0.103,0.048,1,0,6,0.023,0.011,0.005,0,0,1,0,1.65,0.66,0.99,1.5,10.341,40.204,0.332,3.273,0,0,1,0.638,1.65,0.66,0.097,0.085,,759.9312,1346.7669600000002,179.42820000000003,204.75924,,759.9312,1346.7669600000002,179.42820000000003,204.75924,,0,0,0,0,,0,0,0,0
22191800,0.12,2,12,3,40,2286.9,30,762.3,0.03,42,-2.12,3.401,3.738,1.099,6.636,-3.507,0.508,0.258,0.131,0.067,1,0,12,0.034,0.017,0.009,0,0,1,0,0.24,0.171,0.069,0.4,25.614,19.237,0.346,0.25,0,0,1,0.281,0.24,0.171,0.02,0.001,,68.607,642.6189,2.2869,45.738,,68.607,642.6189,2.2869,45.738,,0,0,0,0,,0,0,0,0
22192400,0.38,2,12,3,40,1485,24,495,0.13,29,-0.968,3.178,3.367,1.099,6.205,-2.04,0.33,0.109,0.036,0.012,1,0,5,0.004,0.001,0,0,0,1,0,0.95,0.786,0.164,0.208,22.015,3.939,0.616,0.342,0,0,1,1.036,0.95,0.786,0.058,0.026,,193.05,1538.46,38.61,86.13000000000001,,193.05,1538.46,38.61,86.13000000000001,,0,0,0,0,,0,0,0,0
22232500,0.21,2,11,3,10,1169.51,24,389.84,0.06,24,-1.561,3.178,3.091,1.099,5.966,-2.813,0.26,0.068,0.018,0.005,1,0,-2,0.001,0,0,0,0,1,0,0.525,0.525,0,0,19.412,21.05,0.458,0.286,0,0,1,0.649,0.525,0.525,0.032,0.009,,70.1706,759.01199,10.52559,37.42432,,70.1706,759.01199,10.52559,37.42432,,0,0,0,0,,0,0,0,0
22233100,0.18,2,14,3,29,1859.22,15,619.74,0.17,15,-1.715,2.708,2.565,1.099,6.429,-1.772,0.413,0.171,0.071,0.029,1,0,-2,0.012,0.005,0.002,0,0,1,0,0.72,0.72,0,0,14.118,0.778,0.424,0.944,0,0,1,0.765,0.72,0.72,0.079,0.039,,316.0674,1422.3033,72.50958,146.87838,,316.0674,1422.3033,72.50958,146.87838,,0,0,0,0,,0,0,0,0
22293200,0.34,2,11,3,8,1393.32,28,464.44,0.18,37,-1.079,3.332,3.611,1.099,6.141,-1.715,0.31,0.096,0.03,0.009,1,0,9,0.003,0.001,0,0,0,1,0,0.729,0.551,0.177,0.321,25.055,8.676,0.583,0.529,0,0,1,0.814,0.729,0.551,0.038,0.025,,250.7976,1134.16248,34.833,52.94616,,250.7976,1134.16248,34.833,52.94616,,0,0,0,0,,0,0,0,0
22301300,0.48,2,11,3,8,2180.66,16,726.89,0.12,22,-0.734,2.773,3.091,1.099,6.589,-2.12,0.485,0.235,0.114,0.055,1,0,6,0.027,0.013,0.006,0,0,1,0,1.8,1.309,0.491,0.375,18.999,8.995,0.693,0.25,0,0,1,1.516,1.8,1.309,0.138,0.041,,261.6792,3305.8805599999996,89.40706,300.93108,,261.6792,3305.8805599999996,89.40706,300.93108,,0,0,0,0,,0,0,0,0
22311300,0.17,2,11,3,40,1926.75,18,642.25,0.15,48,-1.772,2.89,3.871,1.099,6.465,-1.897,0.428,0.183,0.078,0.034,1,0,30,0.014,0.006,0.003,0,0,1,0,0.567,0.213,0.354,1.667,28.305,106.195,0.412,0.882,0,0,1,0.36,0.567,0.213,0.02,0.008,,289.0125,693.63,15.414,38.535000000000004,,289.0125,693.63,15.414,38.535000000000004,,0,0,0,0,,0,0,0,0
22313100,0.2,2,11,3,40,1042.46,31,347.49,0.08,45,-1.609,3.434,3.807,1.099,5.851,-2.526,0.232,0.054,0.012,0.003,1,0,14,0.001,0,0,0,0,1,0,0.387,0.267,0.12,0.452,28.429,6.612,0.447,0.4,0,0,1,0.422,0.387,0.267,0.013,0.005,,83.3968,439.91812,5.2123,13.55198,,83.3968,439.91812,5.2123,13.55198,,0,0,0,0,,0,0,0,0
22321400,0.59,2,11,3,9,1110.66,31,370.22,0.11,45,-0.528,3.434,3.807,1.099,5.914,-2.207,0.247,0.061,0.015,0.004,1,0,14,0.001,0,0,0,0,1,0,1.142,0.787,0.355,0.452,30.743,0.066,0.768,0.186,0,0,1,1.151,1.142,0.787,0.035,0.018,,122.1726,1278.36966,19.99188,38.87310000000001,,122.1726,1278.36966,19.99188,38.87310000000001,,0,0,0,0,,0,0,0,0
22323100,0.2,2,11,3,40,2160.12,18,720.04,0.26,48,-1.609,2.89,3.871,1.099,6.579,-1.347,0.48,0.23,0.111,0.053,1,0,30,0.025,0.012,0.006,0,0,1,0,0.667,0.25,0.417,1.667,27.735,94.776,0.447,1.3,0,0,1,0.433,0.667,0.25,0.028,0.017,,561.6312,935.33196,36.72204,60.48336,,561.6312,935.33196,36.72204,60.48336,,0,0,0,0,,0,0,0,0
22402300,0.84,2,30,3,9,679,36,226.33,0,36,-0.174,3.584,3.401,1.099,5.422,        .   ,0.151,0.023,0.003,0.001,0,0,-6,0,0,0,0,0,1,0,1.4,1.4,0,0,28.042,63.335,0.917,0,0,0,1,1.797,1.4,1.4,0.07,0,,0,1220.163,0,47.53,,0,0,0,0,,0,0,0,0,,0,1220.163,0,47.53
22461600,0.32,2,21,3,13,1326.96,31,442.32,0.15,40,-1.139,3.434,3.689,1.099,6.092,-1.897,0.295,0.087,0.026,0.008,0,0,9,0.002,0.001,0,0,0,1,0,0.619,0.48,0.139,0.29,26.98,16.161,0.566,0.469,0,0,1,0.712,0.619,0.48,0.054,0.017,,199.044,944.79552,22.558320000000002,71.65584,,0,0,0,0,,0,0,0,0,,199.044,944.79552,22.558320000000002,71.65584
22491400,0.18,2,25,3,8,1915.65,19,638.55,0.14,37,-1.715,2.944,3.611,1.099,6.459,-1.966,0.426,0.181,0.077,0.033,0,0,18,0.014,0.006,0.003,0,0,1,0,0.568,0.292,0.277,0.947,24.127,26.29,0.424,0.778,0,0,1,0.448,0.568,0.292,0.052,0.011,,268.19100000000003,858.2112000000001,21.07215,99.6138,,0,0,0,0,,0,0,0,0,,268.19100000000003,858.2112000000001,21.07215,99.6138
22491600,0.19,2,25,3,8,1342.44,25,447.48,0.09,25,-1.661,3.219,3.045,1.099,6.104,-2.408,0.298,0.089,0.027,0.008,0,0,-4,0.002,0.001,0,0,0,1,0,0.456,0.456,0,0,19.151,34.213,0.436,0.474,0,0,1,0.595,0.456,0.456,0.062,0.012,,120.8196,798.7518,16.109280000000002,83.23128,,0,0,0,0,,0,0,0,0,,120.8196,798.7518,16.109280000000002,83.23128
22511600,0.43,2,25,3,40,1277.46,38,425.82,0,42,-0.844,3.638,3.738,1.099,6.054,        .   ,0.284,0.081,0.023,0.006,0,0,4,0.002,0.001,0,0,0,1,0,0.679,0.614,0.065,0.105,29.049,80.129,0.656,0,0,0,1,0.888,0.679,0.614,0.061,0,,0,1134.38448,0,77.92506,,0,0,0,0,,0,0,0,0,,0,1134.38448,0,77.92506
22513200,0.18,2,25,3,40,2464.32,16,821.44,0,39,-1.715,2.773,3.664,1.099,6.711,        .   ,0.548,0.3,0.164,0.09,0,0,23,0.049,0.027,0.015,0,0,1,0,0.675,0.277,0.398,1.438,24.863,78.561,0.424,0,0,0,1,0.434,0.675,0.277,0.062,0,,0,1069.5148800000002,0,152.78784000000002,,0,0,0,0,,0,0,0,0,,0,1069.5148800000002,0,152.78784000000002
22521800,0.32,2,25,3,9,2410.56,29,803.52,0.08,40,-1.139,3.367,3.689,1.099,6.689,-2.526,0.536,0.287,0.154,0.082,0,0,11,0.044,0.024,0.013,0,0,1,0,0.662,0.48,0.182,0.379,25.484,12.361,0.566,0.25,0,0,1,0.753,0.662,0.48,0.103,0.01,,192.8448,1815.15168,24.1056,248.28768,,0,0,0,0,,0,0,0,0,,192.8448,1815.15168,24.1056,248.28768
22522300,0.31,2,25,3,9,1797.12,29,599.04,0.56,34,-1.171,3.367,3.526,1.099,6.395,-0.58,0.399,0.159,0.064,0.025,0,0,5,0.01,0.004,0.002,0,0,1,0,0.641,0.547,0.094,0.172,21.263,59.865,0.557,1.806,0,0,1,0.875,0.641,0.547,0.108,0.09,,1006.3872,1572.48,161.74079999999998,194.08896,,0,0,0,0,,0,0,0,0,,1006.3872,1572.48,161.74079999999998,194.08896
22531600,0.39,2,25,3,9,1662.72,19,554.24,0.22,24,-0.942,2.944,3.178,1.099,6.318,-1.514,0.369,0.137,0.05,0.019,0,0,5,0.007,0.003,0.001,0,0,1,0,1.232,0.975,0.257,0.263,18.055,0.892,0.624,0.564,0,0,1,1.296,1.232,0.975,0.173,0.065,,365.7984,2154.88512,108.0768,287.65056,,0,0,0,0,,0,0,0,0,,365.7984,2154.88512,108.0768,287.65056
22532300,0.31,2,25,3,9,2636.16,29,878.72,0.08,40,-1.171,3.367,3.689,1.099,6.778,-2.526,0.586,0.343,0.201,0.118,0,0,11,0.069,0.04,0.024,0,0,1,0,0.641,0.465,0.176,0.379,25.082,15.353,0.557,0.258,0,0,1,0.742,0.641,0.465,0.111,0.01,,210.8928,1956.03072,26.3616,292.61376,,0,0,0,0,,0,0,0,0,,210.8928,1956.03072,26.3616,292.61376
22541600,0.31,2,25,3,40,2134.74,19,711.58,0.14,31,-1.171,2.944,3.434,1.099,6.567,-1.966,0.474,0.225,0.107,0.051,0,0,12,0.024,0.011,0.005,0,0,1,0,0.979,0.6,0.379,0.632,21.017,4.066,0.557,0.452,0,0,1,0.885,0.979,0.6,0.129,0.025,,298.8636,1889.2449,53.3685,275.38146,,0,0,0,0,,0,0,0,0,,298.8636,1889.2449,53.3685,275.38146
22542300,0.25,2,25,3,40,944.81,38,314.94,0,42,-1.386,3.638,3.738,1.099,5.752,        .   ,0.21,0.044,0.009,0.002,0,0,4,0,0,0,0,0,1,0,0.395,0.357,0.038,0.105,29.126,78.743,0.5,0,0,0,1,0.515,0.395,0.357,0.027,0,,0,486.57714999999996,0,25.50987,,0,0,0,0,,0,0,0,0,,0,486.57714999999996,0,25.50987
22552400,0.16,2,25,3,9,1268,19,422.67,0.22,24,-1.833,2.944,3.178,1.099,6.047,-1.514,0.282,0.079,0.022,0.006,0,0,5,0.002,0.001,0,0,0,1,0,0.505,0.4,0.105,0.263,18.104,0.802,0.4,1.375,0,0,1,0.53,0.505,0.4,0.056,0.027,,278.96,672.0400000000001,34.236,71.008,,0,0,0,0,,0,0,0,0,,278.96,672.0400000000001,34.236,71.008
22553100,0.15,2,25,3,9,2902,28,967.33,0.07,34,-1.897,3.332,3.526,1.099,6.875,-2.659,0.645,0.416,0.268,0.173,0,0,6,0.112,0.072,0.046,0,0,1,0,0.321,0.265,0.057,0.214,21.169,46.658,0.387,0.467,0,0,1,0.425,0.321,0.265,0.079,0.006,,203.14000000000001,1233.35,17.412,229.258,,0,0,0,0,,0,0,0,0,,203.14000000000001,1233.35,17.412,229.258
22562300,0.25,2,25,3,40,1373.88,19,457.96,0.14,31,-1.386,2.944,3.434,1.099,6.127,-1.966,0.305,0.093,0.028,0.009,0,0,12,0.003,0.001,0,0,0,1,0,0.789,0.484,0.306,0.632,22.126,9.77,0.5,0.56,0,0,1,0.678,0.789,0.484,0.064,0.018,,192.34320000000002,931.4906400000001,24.72984,87.92832000000001,,0,0,0,0,,0,0,0,0,,192.34320000000002,931.4906400000001,24.72984,87.92832000000001
22562300,0.28,2,25,3,40,576.73,14,192.24,0.72,16,-1.273,2.639,2.773,1.099,5.259,-0.329,0.128,0.016,0.002,0,0,0,2,0,0,0,0,0,1,0,1.2,1.05,0.15,0.143,13.238,0.58,0.529,2.571,0,0,1,1.269,1.2,1.05,0.086,0.242,,415.2456,731.87037,139.56866,49.59878,,0,0,0,0,,0,0,0,0,,415.2456,731.87037,139.56866,49.59878
22572300,0.28,2,25,3,40,1456.27,37,485.42,0,39,-1.273,3.611,3.664,1.099,6.185,        .   ,0.324,0.105,0.034,0.011,0,0,2,0.004,0.001,0,0,0,1,0,0.454,0.431,0.023,0.054,26.808,103.87,0.529,0,0,0,1,0.627,0.454,0.431,0.052,0,,0,913.08129,0,75.72604,,0,0,0,0,,0,0,0,0,,0,913.08129,0,75.72604
22572400,0.18,2,25,3,9,2322.97,28,774.32,0.07,34,-1.715,3.332,3.526,1.099,6.652,-2.659,0.516,0.266,0.138,0.071,0,0,6,0.037,0.019,0.01,0,0,1,0,0.386,0.318,0.068,0.214,22.214,33.48,0.424,0.389,0,0,1,0.486,0.386,0.318,0.072,0.007,,162.6079,1128.9634199999998,16.26079,167.25383999999997,,0,0,0,0,,0,0,0,0,,162.6079,1128.9634199999998,16.26079,167.25383999999997
22583500,0.18,2,25,3,10,1527.57,19,509.19,0.07,31,-1.715,2.944,3.434,1.099,6.233,-2.659,0.339,0.115,0.039,0.013,0,0,12,0.005,0.002,0.001,0,0,1,0,0.568,0.348,0.22,0.632,21.994,8.967,0.424,0.389,0,0,1,0.491,0.568,0.348,0.051,0.007,,106.9299,750.0368699999999,10.69299,77.90606999999999,,0,0,0,0,,0,0,0,0,,106.9299,750.0368699999999,10.69299,77.90606999999999
22592200,0.84,2,30,3,9,2467,33,822.33,0.15,42,-0.174,3.497,3.738,1.099,6.712,-1.897,0.548,0.301,0.165,0.09,0,0,9,0.05,0.027,0.015,0,0,1,0,1.527,1.2,0.327,0.273,27.487,30.395,0.917,0.179,0,0,1,1.834,1.527,1.2,0.239,0.042,,370.05,4524.478,103.614,589.6129999999999,,0,0,0,0,,0,0,0,0,,370.05,4524.478,103.614,589.6129999999999
22593400,0.14,2,30,3,9,892.8,13,297.6,0.13,13,-1.966,2.565,2.485,1.099,5.696,-2.04,0.198,0.039,0.008,0.002,0,0,-1,0,0,0,0,0,1,0,0.646,0.646,0,0,13.411,0.169,0.374,0.929,0,0,1,0.626,0.646,0.646,0.063,0.025,,116.064,558.8928,22.32,56.246399999999994,,0,0,0,0,,0,0,0,0,,116.064,558.8928,22.32,56.246399999999994
22601400,0.75,2,30,3,9,433.92,32,144.64,0.13,32,-0.288,3.466,3.466,1.099,4.974,-2.04,0.096,0.009,0.001,0,0,0,0,0,0,0,0,0,1,0,1.406,1.406,0,0,25.576,41.272,0.866,0.173,0,0,1,1.759,1.406,1.406,0.049,0.038,,56.409600000000005,763.26528,16.48896,21.26208,,0,0,0,0,,0,0,0,0,,56.409600000000005,763.26528,16.48896,21.26208
22602300,0.44,2,30,3,40,489.6,27,163.2,0.12,34,-0.821,3.296,3.526,1.099,5.095,-2.12,0.109,0.012,0.001,0,0,0,7,0,0,0,0,0,1,0,0.978,0.776,0.201,0.259,25.736,1.597,0.663,0.273,0,0,1,1.026,0.978,0.776,0.032,0.02,,58.752,502.3296,9.792,15.667200000000001,,0,0,0,0,,0,0,0,0,,58.752,502.3296,9.792,15.667200000000001
22611400,0.41,2,30,3,40,2562.56,27,854.19,0.12,34,-0.892,3.296,3.526,1.099,6.75,-2.12,0.569,0.324,0.185,0.105,0,0,7,0.06,0.034,0.019,0,0,1,0,0.911,0.724,0.188,0.259,22.202,23.022,0.64,0.293,0,0,1,1.108,0.911,0.724,0.179,0.025,,307.50719999999995,2839.3164800000004,64.06400000000001,458.69824,,0,0,0,0,,0,0,0,0,,307.50719999999995,2839.3164800000004,64.06400000000001,458.69824
22612300,0.44,2,30,3,40,2009.28,12,669.76,0.61,37,-0.821,2.485,3.611,1.099,6.507,-0.494,0.447,0.199,0.089,0.04,0,0,25,0.018,0.008,0.004,0,0,1,0,2.2,0.714,1.486,2.083,22.577,111.869,0.663,1.386,0,0,1,1.169,2.2,0.714,0.152,0.123,,1225.6607999999999,2348.84832,247.14144,305.41056,,0,0,0,0,,0,0,0,0,,1225.6607999999999,2348.84832,247.14144,305.41056
22621400,0.37,2,30,3,9,1304.64,15,434.88,0.37,28,-0.994,2.708,3.332,1.099,6.075,-0.994,0.29,0.084,0.024,0.007,0,0,13,0.002,0.001,0,0,0,1,0,1.48,0.793,0.687,0.867,19.995,24.945,0.608,1,0,0,1,1.11,1.48,0.793,0.109,0.083,,482.71680000000003,1448.1504000000002,108.28512000000002,142.20576,,0,0,0,0,,0,0,0,0,,482.71680000000003,1448.1504000000002,108.28512000000002,142.20576
22621800,0.18,2,30,3,10,103.4,16,34.47,0,35,-1.715,2.773,3.555,1.099,3.54,        .   ,0.023,0.001,0,0,0,0,19,0,0,0,0,0,1,0,0.675,0.309,0.366,1.188,26.738,115.311,0.424,0,0,0,1,0.404,0.675,0.309,0.003,0,,0,41.7736,0,0.31020000000000003,,0,0,0,0,,0,0,0,0,,0,41.7736,0,0.31020000000000003
22623100,0.15,2,30,3,9,603.9,9,201.3,0.05,12,-1.897,2.197,2.485,1.099,5.305,-2.996,0.134,0.018,0.002,0,0,0,3,0,0,0,0,0,1,0,1,0.75,0.25,0.333,13.758,22.64,0.387,0.333,0,0,1,0.654,1,0.75,0.045,0.01,,30.195,394.9506,6.039,27.1755,,0,0,0,0,,0,0,0,0,,30.195,394.9506,6.039,27.1755
22631400,0.46,2,30,3,40,2601.04,12,867.01,0.86,37,-0.777,2.485,3.611,1.099,6.765,-0.151,0.578,0.334,0.193,0.112,0,0,25,0.065,0.037,0.022,0,0,1,0,2.3,0.746,1.554,2.083,20.536,72.855,0.678,1.87,0,0,1,1.344,2.3,0.746,0.235,0.207,,2236.8944,3495.7977600000004,538.4152799999999,611.2443999999999,,0,0,0,0,,0,0,0,0,,2236.8944,3495.7977600000004,538.4152799999999,611.2443999999999
22631400,0.68,2,30,3,40,1644.24,30,548.08,0.2,41,-0.386,3.401,3.714,1.099,6.306,-1.609,0.365,0.134,0.049,0.018,0,0,11,0.007,0.002,0.001,0,0,1,0,1.36,0.995,0.365,0.367,27.698,5.3,0.825,0.294,0,0,1,1.473,1.36,0.995,0.133,0.045,,328.848,2421.96552,73.9908,218.68392,,0,0,0,0,,0,0,0,0,,328.848,2421.96552,73.9908,218.68392
22632300,0.21,2,30,3,9,1513,17,504.33,0,26,-1.561,2.833,3.258,1.099,6.223,        .   ,0.336,0.113,0.038,0.013,0,0,9,0.004,0.001,0,0,0,1,0,0.741,0.485,0.257,0.529,19.833,8.028,0.458,0,0,0,1,0.635,0.741,0.485,0.072,0,,0,960.755,0,108.93599999999999,,0,0,0,0,,0,0,0,0,,0,960.755,0,108.93599999999999
22632300,0.37,2,31,3,9,561.6,19,187.2,0.55,27,-0.994,2.944,3.296,1.099,5.232,-0.598,0.125,0.016,0.002,0,0,0,8,0,0,0,0,0,1,0,1.168,0.822,0.346,0.421,19.92,0.847,0.608,1.486,0,0,1,1.114,1.168,0.822,0.05,0.119,,308.88000000000005,625.6224000000001,66.8304,28.080000000000002,,0,0,0,0,,0,0,0,0,,308.88000000000005,625.6224000000001,66.8304,28.080000000000002
22642300,0.21,2,30,3,9,1457.28,24,485.76,0.16,27,-1.561,3.178,3.296,1.099,6.186,-1.833,0.324,0.105,0.034,0.011,0,0,3,0.004,0.001,0,0,0,1,0,0.525,0.467,0.058,0.125,19.732,18.214,0.458,0.762,0,0,1,0.639,0.525,0.467,0.07,0.022,,233.1648,931.20192,32.060159999999996,102.0096,,0,0,0,0,,0,0,0,0,,233.1648,931.20192,32.060159999999996,102.0096
22652300,0.37,2,31,3,9,2642.64,15,880.88,0.74,30,-0.994,2.708,3.401,1.099,6.781,-0.301,0.587,0.345,0.203,0.119,0,0,15,0.07,0.041,0.024,0,0,1,0,1.48,0.74,0.74,1,17.155,4.643,0.608,2,0,0,1,1.294,1.48,0.74,0.265,0.204,,1955.5536,3419.57616,539.0985599999999,700.2996,,0,0,0,0,,0,0,0,0,,1955.5536,3419.57616,539.0985599999999,700.2996
22653100,0.25,2,31,3,9,775.44,28,258.48,0,31,-1.386,3.332,3.434,1.099,5.555,        .   ,0.172,0.03,0.005,0.001,0,0,3,0,0,0,0,0,1,0,0.536,0.484,0.052,0.107,23.744,18.117,0.5,0,0,0,1,0.632,0.536,0.484,0.033,0,,0,490.07808000000006,0,25.589520000000004,,0,0,0,0,,0,0,0,0,,0,490.07808000000006,0,25.589520000000004
22661800,0.24,2,30,3,9,799.2,21,266.4,0.06,37,-1.427,3.045,3.611,1.099,5.585,-2.813,0.178,0.032,0.006,0.001,0,0,16,0,0,0,0,0,1,0,0.686,0.389,0.297,0.762,26.502,30.268,0.49,0.25,0,0,1,0.543,0.686,0.389,0.026,0.005,,47.952,433.96560000000005,3.9960000000000004,20.7792,,0,0,0,0,,0,0,0,0,,47.952,433.96560000000005,3.9960000000000004,20.7792
22662100,0.15,2,30,3,10,2095.2,8,698.4,0.02,32,-1.897,2.079,3.466,1.099,6.549,-3.912,0.466,0.217,0.101,0.047,0,0,24,0.022,0.01,0.005,0,0,1,0,1.125,0.281,0.844,3,21.706,187.842,0.387,0.133,0,0,1,0.415,1.125,0.281,0.058,0.002,,41.903999999999996,869.5079999999999,4.1903999999999995,121.52159999999999,,0,0,0,0,,0,0,0,0,,41.903999999999996,869.5079999999999,4.1903999999999995,121.52159999999999
22663100,0.13,2,30,3,40,630.72,20,210.24,0.17,27,-2.04,2.996,3.296,1.099,5.348,-1.772,0.14,0.02,0.003,0,0,0,7,0,0,0,0,0,1,0,0.39,0.289,0.101,0.35,20.854,0.729,0.361,1.308,0,0,1,0.374,0.39,0.289,0.018,0.013,,107.22240000000001,235.88928,8.19936,11.35296,,0,0,0,0,,0,0,0,0,,107.22240000000001,235.88928,8.19936,11.35296
22671800,0.21,2,30,3,10,2042.88,8,680.96,0.2,32,-1.561,2.079,3.466,1.099,6.524,-1.609,0.454,0.206,0.094,0.042,0,0,24,0.019,0.009,0.004,0,0,1,0,1.575,0.394,1.181,3,21.154,173.025,0.458,0.952,0,0,1,0.596,1.575,0.394,0.083,0.023,,408.576,1217.55648,46.98624,169.55904,,0,0,0,0,,0,0,0,0,,408.576,1217.55648,46.98624,169.55904
22672100,0.09,2,30,3,10,655.68,15,218.56,0.11,25,-2.408,2.708,3.219,1.099,5.387,-2.207,0.146,0.021,0.003,0,0,0,10,0,0,0,0,0,1,0,0.36,0.216,0.144,0.667,19.942,24.423,0.3,1.222,0,0,1,0.271,0.36,0.216,0.014,0.006,,72.1248,177.68928,3.93408,9.17952,,0,0,0,0,,0,0,0,0,,72.1248,177.68928,3.93408,9.17952
22681400,0.35,2,30,3,9,1037.52,26,345.84,0.05,28,-1.05,3.258,3.332,1.099,5.846,-2.996,0.231,0.053,0.012,0.003,0,0,2,0.001,0,0,0,0,1,0,0.808,0.75,0.058,0.077,21.805,17.598,0.592,0.143,0,0,1,0.963,0.808,0.75,0.071,0.009,,51.876000000000005,999.13176,9.337679999999999,73.66391999999999,,0,0,0,0,,0,0,0,0,,51.876000000000005,999.13176,9.337679999999999,73.66391999999999
22681800,0.31,2,30,3,9,3383,9,1127.67,0.48,30,-1.171,2.197,3.401,1.099,7.028,-0.734,0.752,0.565,0.425,0.319,0,0,21,0.24,0.181,0.136,0,0,1,0,2.067,0.62,1.447,2.333,16.914,62.634,0.557,1.548,0,0,1,1.1,2.067,0.62,0.276,0.121,,1623.84,3721.3,409.34299999999996,933.7080000000001,,0,0,0,0,,0,0,0,0,,1623.84,3721.3,409.34299999999996,933.7080000000001
22691800,0.36,2,30,3,9,1581,26,527,0.05,28,-1.022,3.258,3.332,1.099,6.267,-2.996,0.351,0.123,0.043,0.015,0,0,2,0.005,0.002,0.001,0,0,1,0,0.831,0.771,0.059,0.077,20.926,25.749,0.6,0.139,0,0,1,1.032,0.831,0.771,0.116,0.011,,79.05000000000001,1631.592,17.391,183.39600000000002,,0,0,0,0,,0,0,0,0,,79.05000000000001,1631.592,17.391,183.39600000000002
22713100,0.11,2,15,3,10,1500.59,33,500.2,0,48,-2.207,3.497,3.871,1.099,6.215,        .   ,0.333,0.111,0.037,0.012,1,0,15,0.004,0.001,0,0,0,1,0,0.2,0.138,0.063,0.455,29.066,15.474,0.332,0,0,0,1,0.227,0.2,0.138,0.01,0,,0,340.63393,0,15.005899999999999,,0,340.63393,0,15.005899999999999,,0,0,0,0,,0,0,0,0
22731800,0.13,2,15,3,10,854.28,25,284.76,0.03,26,-2.04,3.219,3.258,1.099,5.652,-3.507,0.19,0.036,0.007,0.001,1,0,1,0,0,0,0,0,1,0,0.312,0.3,0.012,0.04,20.215,22.892,0.361,0.231,0,0,1,0.386,0.312,0.3,0.014,0.003,,25.6284,329.75208,2.56284,11.95992,,25.6284,329.75208,2.56284,11.95992,,0,0,0,0,,0,0,0,0
22751800,0.13,2,19,3,10,667.38,17,222.46,0.32,20,-2.04,2.833,2.996,1.099,5.405,-1.139,0.148,0.022,0.003,0,1,0,3,0,0,0,0,0,1,0,0.459,0.39,0.069,0.176,16.417,0.34,0.361,2.462,0,0,1,0.475,0.459,0.39,0.016,0.038,,213.5616,317.0055,25.36044,10.67808,,213.5616,317.0055,25.36044,10.67808,,0,0,0,0,,0,0,0,0
22783100,0.08,2,19,3,10,923.52,9,307.84,0.08,13,-2.526,2.197,2.565,1.099,5.73,-2.526,0.205,0.042,0.009,0.002,1,0,4,0,0,0,0,0,1,0,0.533,0.369,0.164,0.444,13.978,24.779,0.283,1,0,0,1,0.343,0.533,0.369,0.019,0.008,,73.8816,316.76736,7.38816,17.546879999999998,,73.8816,316.76736,7.38816,17.546879999999998,,0,0,0,0,,0,0,0,0
